persona,question,average_score,standard_deviation
77,16,5.0,0.0
77,17,5.0,0.0
77,18,4.0,0.0
77,19,4.0,0.0
77,20,4.0,0.0
77,21,5.0,0.0
77,22,5.0,0.0
77,23,4.0,0.0
77,24,2.0,0.0
77,25,2.7,0.48304589153964794
77,26,5.0,0.0
77,27,4.0,0.0
77,28,3.5,0.5270462766947299
77,29,2.0,0.0
77,30,3.0,0.0
79,1,4.0,0.0
79,2,4.2,0.4216370213557839
79,3,4.0,0.0
79,4,4.0,0.0
79,5,3.0,0.0
79,6,4.0,0.0
79,7,4.0,0.0
79,8,4.0,0.0
79,9,4.0,0.0
79,10,4.0,0.0
79,11,4.0,0.0
79,12,5.0,0.0
79,13,4.0,0.0
79,14,4.0,0.0
79,15,3.0,0.0
79,16,5.0,0.0
79,17,5.0,0.0
79,18,4.0,0.0
79,19,3.8,0.4216370213557839
79,20,3.5,0.5270462766947299
79,21,5.0,0.0
79,22,4.0,0.0
79,23,4.0,0.0
79,24,3.0,0.0
79,25,3.7,0.48304589153964794
79,26,4.4,0.5163977794943222
79,27,4.9,0.31622776601683794
79,28,3.0,0.0
79,29,2.0,0.0
79,30,2.9,0.31622776601683794
81,1,3.0,0.0
81,2,3.0,0.0
81,3,2.0,0.0
81,4,3.0,0.0
81,5,3.0,0.0
81,6,4.0,0.0
81,7,3.2,0.4216370213557839
81,8,3.0,0.0
81,9,2.0,0.0
81,10,3.0,0.0
81,11,4.0,0.0
81,12,3.5,0.5270462766947299
81,13,2.3,0.48304589153964794
81,14,3.0,0.0
81,15,3.0,0.0
81,16,2.0,0.0
81,17,2.0,0.0
81,18,2.0,0.0
81,19,2.0,0.0
81,20,2.0,0.0
81,21,2.9,0.5676462121975467
81,22,2.0,0.0
81,23,1.7,0.4830458915396479
81,24,2.0,0.0
81,25,1.4,0.5163977794943223
81,26,2.0,0.0
81,27,1.9,0.31622776601683794
81,28,1.0,0.0
81,29,1.0,0.0
81,30,2.0,0.0
82,1,4.0,0.0
82,2,4.0,0.0
82,3,3.0,0.0
82,4,3.0,0.0
82,5,4.0,0.0
82,6,4.0,0.0
82,7,4.0,0.0
82,8,4.0,0.0
82,9,4.0,0.0
82,10,3.0,0.0
82,11,4.0,0.0
82,12,4.0,0.0
82,13,3.0,0.0
82,14,4.0,0.0
82,15,2.0,0.0
82,16,5.0,0.0
82,17,5.0,0.0
82,18,5.0,0.0
82,19,4.0,0.0
82,20,4.0,0.0
82,21,5.0,0.0
82,22,4.0,0.0
82,23,4.0,0.0
82,24,3.0,0.0
82,25,2.0,0.0
82,26,5.0,0.0
82,27,4.0,0.0
82,28,4.0,0.0
82,29,2.1,0.31622776601683794
82,30,3.0,0.0
83,1,4.0,0.0
83,2,4.9,0.31622776601683794
83,3,4.0,0.0
83,4,3.0,0.0
83,5,4.0,0.0
83,6,4.5,0.5270462766947299
83,7,4.0,0.0
83,8,4.0,0.0
83,9,4.0,0.0
83,10,3.0,0.0
83,11,4.0,0.0
83,12,5.0,0.0
83,13,4.0,0.0
83,14,4.0,0.0
83,15,3.2,0.4216370213557839
83,16,5.0,0.0
83,17,5.0,0.0
83,18,5.0,0.0
83,19,4.0,0.0
83,20,3.0,0.0
83,21,5.0,0.0
83,22,5.0,0.0
83,23,4.0,0.0
83,24,3.0,0.0
83,25,2.0,0.0
83,26,5.0,0.0
83,27,4.0,0.0
83,28,4.0,0.0
83,29,2.2,0.4216370213557839
83,30,3.0,0.0
84,1,4.0,0.0
84,2,4.0,0.0
84,3,3.0,0.0
84,4,3.0,0.0
84,5,3.0,0.0
84,6,4.0,0.0
84,7,4.0,0.0
84,8,4.0,0.0
84,9,3.0,0.0
84,10,3.9,0.31622776601683794
84,11,4.0,0.0
84,12,4.0,0.0
84,13,3.0,0.0
84,14,4.0,0.0
84,15,4.0,0.0
84,16,5.0,0.0
84,17,5.0,0.0
84,18,4.0,0.0
84,19,4.0,0.0
84,20,4.0,0.0
84,21,5.0,0.0
84,22,4.0,0.0
84,23,4.0,0.0
84,24,2.6,0.5163977794943223
84,25,2.2,0.4216370213557839
84,26,5.0,0.0
84,27,4.8,0.4216370213557839
84,28,3.0,0.0
84,29,1.3,0.4830458915396479
84,30,3.0,0.0
85,1,4.0,0.0
85,2,4.0,0.0
85,3,3.0,0.0
85,4,3.0,0.0
85,5,3.0,0.0
85,6,4.0,0.0
85,7,4.0,0.0
85,8,3.9,0.31622776601683794
85,9,3.0,0.0
85,10,3.0,0.0
85,11,4.0,0.0
85,12,4.3,0.48304589153964794
85,13,2.4,0.5163977794943223
85,14,4.0,0.0
85,15,3.0,0.0
85,16,5.0,0.0
85,17,5.0,0.0
85,18,4.0,0.0
85,19,4.0,0.0
85,20,4.0,0.0
85,21,5.0,0.0
85,22,4.0,0.0
85,23,4.0,0.0
85,24,3.0,0.0
85,25,3.2,0.4216370213557839
85,26,5.0,0.0
85,27,4.0,0.0
85,28,4.0,0.0
85,29,3.0,0.0
85,30,3.0,0.0
87,1,4.0,0.0
87,2,4.0,0.0
87,3,4.0,0.0
87,4,4.0,0.0
87,5,4.0,0.0
87,6,5.0,0.0
87,7,4.0,0.0
87,8,4.0,0.0
87,9,3.0,0.0
87,10,3.9,0.31622776601683794
87,11,5.0,0.0
87,12,5.0,0.0
87,13,4.0,0.0
87,14,4.0,0.0
87,15,4.0,0.0
87,16,5.0,0.0
87,17,5.0,0.0
87,18,5.0,0.0
87,19,4.0,0.0
87,20,4.0,0.0
87,21,5.0,0.0
87,22,5.0,0.0
87,23,4.0,0.0
87,24,4.0,0.0
87,25,3.0,0.0
87,26,3.0,0.0
87,27,4.5,0.5270462766947299
87,28,4.0,0.0
87,29,4.0,0.0
87,30,3.4,0.5163977794943223
88,1,5.0,0.0
88,2,5.0,0.0
88,3,4.0,0.0
88,4,4.0,0.0
88,5,4.0,0.0
88,6,5.0,0.0
88,7,4.2,0.4216370213557839
88,8,4.1,0.31622776601683794
88,9,4.0,0.0
88,10,4.0,0.0
88,11,5.0,0.0
88,12,5.0,0.0
88,13,4.0,0.0
88,14,4.0,0.0
88,15,4.0,0.0
88,16,5.0,0.0
88,17,5.0,0.0
88,18,5.0,0.0
88,19,4.0,0.0
88,20,5.0,0.0
88,21,5.0,0.0
88,22,5.0,0.0
88,23,4.0,0.0
88,24,2.9,0.31622776601683794
88,25,3.0,0.0
88,26,5.0,0.0
88,27,5.0,0.0
88,28,4.0,0.0
88,29,2.0,0.0
88,30,4.0,0.0
89,1,4.0,0.0
89,2,4.0,0.0
89,3,2.0,0.0
89,4,3.0,0.0
89,5,4.0,0.0
89,6,4.0,0.0
89,7,4.0,0.0
89,8,4.0,0.0
89,9,3.0,0.0
89,10,4.0,0.0
89,11,4.0,0.0
89,12,4.6,0.5163977794943222
89,13,4.0,0.0
89,14,4.0,0.0
89,15,4.0,0.0
89,16,5.0,0.0
89,17,5.0,0.0
89,18,4.0,0.0
89,19,3.8,0.4216370213557839
89,20,4.0,0.0
89,21,5.0,0.0
89,22,4.8,0.4216370213557839
89,23,3.0,0.0
89,24,3.0,0.0
89,25,2.5,0.5270462766947299
89,26,5.0,0.0
89,27,4.0,0.0
89,28,4.0,0.0
89,29,1.4,0.9660917830792958
89,30,2.9,0.31622776601683794
91,1,4.2,0.4216370213557839
91,2,5.0,0.0
91,3,4.0,0.0
91,4,4.0,0.0
91,5,3.0,0.0
91,6,5.0,0.0
91,7,4.0,0.0
91,8,4.0,0.0
91,9,4.0,0.0
91,10,4.0,0.0
91,11,4.1,0.31622776601683794
91,12,5.0,0.0
91,13,3.0,0.0
91,14,4.0,0.0
91,15,3.0,0.0
91,16,5.0,0.0
91,17,5.0,0.0
91,18,4.0,0.0
91,19,3.9,0.31622776601683794
91,20,3.1,0.31622776601683794
91,21,5.0,0.0
91,22,5.0,0.0
91,23,3.3,0.48304589153964794
91,24,3.2,0.4216370213557839
91,25,2.0,0.0
91,26,5.0,0.0
91,27,5.0,0.0
91,28,3.2,0.4216370213557839
91,29,2.0,0.0
91,30,2.7,0.48304589153964794
92,1,4.0,0.0
92,2,5.0,0.0
92,3,4.0,0.0
92,4,3.0,0.0
92,5,3.0,0.0
92,6,5.0,0.0
92,7,4.0,0.0
92,8,4.0,0.0
92,9,4.0,0.0
92,10,3.0,0.0
92,11,4.0,0.0
92,12,5.0,0.0
92,13,3.0,0.0
92,14,4.0,0.0
92,15,4.0,0.0
92,16,5.0,0.0
92,17,5.0,0.0
92,18,4.0,0.0
92,19,4.0,0.0
92,20,3.8,0.4216370213557839
92,21,5.0,0.0
92,22,5.0,0.0
92,23,3.0,0.0
92,24,3.0,0.0
92,25,2.0,0.0
92,26,5.0,0.0
92,27,5.0,0.0
92,28,4.0,0.0
92,29,2.0,0.0
92,30,4.0,0.0
93,1,4.0,0.0
93,2,4.0,0.0
93,3,4.0,0.0
93,4,3.0,0.0
93,5,4.0,0.0
93,6,4.5,0.5270462766947299
93,7,4.0,0.0
93,8,4.0,0.0
93,9,4.0,0.0
93,10,4.0,0.0
93,11,4.0,0.0
93,12,5.0,0.0
93,13,3.0,0.0
93,14,4.0,0.0
93,15,4.0,0.0
93,16,5.0,0.0
93,17,5.0,0.0
93,18,4.0,0.0
93,19,4.0,0.0
93,20,4.0,0.0
93,21,5.0,0.0
93,22,5.0,0.0
93,23,4.0,0.0
93,24,3.1,0.31622776601683794
93,25,3.0,0.0
93,26,5.0,0.0
93,27,4.0,0.0
93,28,4.0,0.0
93,29,2.0,0.0
93,30,4.0,0.0
96,1,4.0,0.0
96,2,4.0,0.0
96,3,3.9,0.31622776601683794
96,4,3.0,0.0
96,5,4.0,0.0
96,6,4.1,0.31622776601683794
96,7,4.0,0.0
96,8,4.0,0.0
96,9,3.0,0.0
96,10,3.4,0.5163977794943223
96,11,4.0,0.0
96,12,4.9,0.31622776601683794
96,13,4.0,0.0
96,14,4.0,0.0
96,15,4.0,0.0
96,16,5.0,0.0
96,17,5.0,0.0
96,18,4.0,0.0
96,19,4.0,0.0
96,20,3.7,0.48304589153964794
96,21,5.0,0.0
96,22,5.0,0.0
96,23,4.0,0.0
96,24,3.0,0.0
96,25,3.0,0.0
96,26,4.7,0.48304589153964794
96,27,4.0,0.0
96,28,4.0,0.0
96,29,3.9,0.31622776601683794
96,30,3.0,0.0
97,1,4.0,0.0
97,2,4.0,0.0
97,3,4.0,0.0
97,4,3.0,0.0
97,5,4.0,0.0
97,6,5.0,0.0
97,7,4.0,0.0
97,8,4.0,0.0
97,9,3.0,0.0
97,10,4.0,0.0
97,11,5.0,0.0
97,12,5.0,0.0
97,13,4.0,0.0
97,14,4.0,0.0
97,15,4.0,0.0
97,16,5.0,0.0
97,17,5.0,0.0
97,18,4.0,0.0
97,19,4.0,0.0
97,20,4.0,0.0
97,21,5.0,0.0
97,22,4.7,0.48304589153964794
97,23,4.0,0.0
97,24,3.0,0.0
97,25,2.1,0.31622776601683794
97,26,4.1,0.31622776601683794
97,27,4.0,0.0
97,28,4.0,0.0
97,29,4.0,0.0
97,30,3.0,0.0
99,1,4.0,0.0
99,2,5.0,0.0
99,3,4.0,0.0
99,4,3.0,0.0
99,5,4.0,0.0
99,6,5.0,0.0
99,7,4.0,0.0
99,8,4.0,0.0
99,9,4.0,0.0
99,10,3.7,0.48304589153964794
99,11,4.0,0.0
99,12,5.0,0.0
99,13,4.0,0.0
99,14,4.0,0.0
99,15,4.0,0.0
99,16,5.0,0.0
99,17,5.0,0.0
99,18,4.0,0.0
99,19,4.0,0.0
99,20,4.0,0.0
99,21,5.0,0.0
99,22,5.0,0.0
99,23,4.0,0.0
99,24,3.0,0.0
99,25,2.7,0.48304589153964794
99,26,5.0,0.0
99,27,4.0,0.0
99,28,4.0,0.0
99,29,3.1,0.31622776601683794
99,30,3.0,0.0
