persona,question,average_score,uncertainty
63,24,4.0,0.0
63,25,3.8,0.4216370213557839
63,26,3.0,0.0
63,27,3.0,0.0
63,28,3.0,0.0
63,29,4.0,0.0
63,30,3.0,0.0
63,31,1.0,0.0
63,32,3.0,0.0
64,1,4.0,0.0
64,2,4.0,0.0
64,3,2.2,0.4216370213557839
64,4,2.4,0.5163977794943223
64,5,2.3,0.48304589153964794
64,6,2.1,0.31622776601683794
64,7,4.0,0.0
64,8,4.0,0.0
64,9,2.6,0.5163977794943223
64,10,2.6,0.5163977794943223
64,11,3.8,0.4216370213557839
64,12,4.0,0.0
64,13,4.0,0.0
64,14,2.4,0.5163977794943223
64,15,4.0,0.0
64,16,1.0,0.0
64,17,3.6,0.5163977794943223
64,18,4.0,0.0
64,19,3.0,0.0
64,20,3.0,0.0
64,21,3.0,0.0
64,22,4.3,0.48304589153964794
64,23,4.0,0.0
64,24,3.0,0.0
64,25,3.2,0.4216370213557839
64,26,2.6,0.8432740427115679
64,27,2.9,0.31622776601683794
64,28,4.4,0.9660917830792959
64,29,3.1,0.31622776601683794
64,30,3.0,0.0
64,31,1.0,0.0
64,32,2.9,0.31622776601683794
65,1,4.0,0.0
65,2,4.0,0.0
65,3,2.3,0.48304589153964794
65,4,2.3,0.48304589153964794
65,5,2.0,0.0
65,6,1.0,0.0
65,7,4.0,0.0
65,8,4.0,0.0
65,9,3.0,0.0
65,10,3.0,0.0
65,11,4.0,0.0
65,12,4.0,0.0
65,13,4.0,0.0
65,14,2.9,0.31622776601683794
65,15,4.0,0.0
65,16,2.0,0.0
65,17,4.0,0.0
65,18,4.0,0.0
65,19,4.0,0.0
65,20,3.0,0.0
65,21,4.0,0.0
65,22,5.0,0.0
65,23,5.0,0.0
65,24,3.0,0.0
65,25,4.0,0.0
65,26,3.0,0.0
65,27,2.8,0.6324555320336759
65,28,4.0,0.0
65,29,3.9,0.31622776601683794
65,30,3.0,0.0
65,31,1.0,0.0
65,32,3.0,0.0
66,1,3.7,0.48304589153964794
66,2,4.0,0.0
66,3,2.0,0.4714045207910317
66,4,2.1,0.31622776601683794
66,5,2.0,0.0
66,6,1.0,0.0
66,7,4.0,0.0
66,8,4.0,0.0
66,9,2.3,0.48304589153964794
66,10,2.1,0.31622776601683794
66,11,2.2,0.4216370213557839
66,12,4.0,0.0
66,13,4.0,0.0
66,14,1.0,0.0
66,15,3.1,0.31622776601683794
66,16,1.0,0.0
66,17,4.0,0.0
66,18,4.0,0.0
66,19,3.0,0.0
66,20,3.0,0.0
66,21,3.8,0.4216370213557839
66,22,5.0,0.0
66,23,5.0,0.0
66,24,3.0,0.0
66,25,3.0,0.0
66,26,3.0,0.0
66,27,2.5,0.5270462766947299
66,28,4.4,0.5163977794943222
66,29,3.1,0.31622776601683794
66,30,3.0,0.0
66,31,1.0,0.0
66,32,3.0,0.0
67,1,2.8,0.4216370213557839
67,2,4.0,0.0
67,3,0.0,0.0
67,4,1.8,0.42163702135578396
67,5,1.0,0.0
67,6,1.0,0.0
67,7,4.0,0.0
67,8,4.0,0.0
67,9,1.1,0.31622776601683794
67,10,1.0,0.0
67,11,1.7,0.4830458915396479
67,12,4.0,0.0
67,13,4.0,0.0
67,14,1.0,0.0
67,15,4.0,0.0
67,16,0.0,0.0
67,17,3.0,0.0
67,18,4.1,0.31622776601683794
67,19,3.0,0.0
67,20,1.0,0.0
67,21,4.1,0.31622776601683794
67,22,4.2,0.4216370213557839
67,23,5.0,0.0
67,24,3.0,0.0
67,25,3.0,0.0
67,26,0.0,0.0
67,27,2.2,1.0327955589886446
67,28,4.9,0.31622776601683794
67,29,2.9,1.1005049346146119
67,30,1.0,0.0
67,31,0.0,0.0
67,32,1.6,0.9660917830792959
68,1,4.0,0.0
68,2,4.0,0.0
68,3,2.0,0.0
68,4,2.3,0.48304589153964794
68,5,2.1,0.31622776601683794
68,6,1.7,0.4830458915396479
68,7,4.0,0.0
68,8,4.0,0.0
68,9,2.5,0.5270462766947299
68,10,2.5,0.5270462766947299
68,11,3.0,0.0
68,12,4.0,0.0
68,13,4.0,0.0
68,14,2.9,0.31622776601683794
68,15,3.1,0.31622776601683794
68,16,2.2,0.4216370213557839
68,17,4.0,0.0
68,18,4.1,0.31622776601683794
68,19,3.0,0.0
68,20,3.0,0.0
68,21,3.1,0.31622776601683794
68,22,4.3,0.48304589153964794
68,23,4.5,0.5270462766947299
68,24,3.0,0.0
68,25,3.0,0.0
68,26,3.0,0.0
68,27,2.7,0.48304589153964794
68,28,4.4,0.9660917830792959
68,29,3.0,0.0
68,30,3.1,0.31622776601683794
68,31,1.0,0.0
68,32,3.0,0.0
69,1,4.0,0.0
69,2,4.0,0.0
69,3,2.1,0.31622776601683794
69,4,2.0,0.0
69,5,2.0,0.0
69,6,1.0,0.0
69,7,4.0,0.0
69,8,4.0,0.0
69,9,4.0,0.0
69,10,2.1,0.31622776601683794
69,11,4.0,0.0
69,12,4.0,0.0
69,13,4.0,0.0
69,14,2.0,0.0
69,15,4.0,0.0
69,16,2.0,0.0
69,17,4.0,0.0
69,18,4.0,0.0
69,19,3.0,0.0
69,20,3.0,0.0
69,21,4.0,0.0
69,22,5.0,0.0
69,23,5.0,0.0
69,24,3.0,0.0
69,25,4.0,0.0
69,26,2.7,0.6749485577105528
69,27,2.9,0.31622776601683794
69,28,3.2,0.6324555320336759
69,29,3.0,0.0
69,30,3.7,0.48304589153964794
69,31,1.0,0.0
69,32,3.0,0.0
70,1,4.0,0.0
70,2,4.0,0.0
70,3,2.9,0.31622776601683794
70,4,2.2,0.4216370213557839
70,5,2.9,0.31622776601683794
70,6,0.2,0.42163702135578396
70,7,4.0,0.0
70,8,4.0,0.0
70,9,3.0,0.0
70,10,2.5,0.5270462766947299
70,11,4.0,0.0
70,12,4.0,0.0
70,13,4.0,0.0
70,14,2.6,0.5163977794943223
70,15,4.0,0.0
70,16,2.3,0.48304589153964794
70,17,4.0,0.0
70,18,4.0,0.0
70,19,3.0,0.0
70,20,2.3,0.48304589153964794
70,21,3.0,0.0
70,22,4.3,0.48304589153964794
70,23,5.0,0.0
70,24,3.0,0.0
70,25,3.0,0.0
70,26,1.0,0.0
70,27,3.0,0.0
70,28,3.0,0.0
70,29,4.0,0.0
70,30,1.1,0.31622776601683794
70,31,1.0,0.0
70,32,3.0,0.0
71,1,3.3,0.48304589153964794
71,2,4.0,0.0
71,3,1.3,0.4830458915396479
71,4,2.0,0.0
71,5,3.0,0.0
71,6,1.0,0.0
71,7,4.0,0.0
71,8,4.0,0.0
71,9,2.1,0.31622776601683794
71,10,2.0,0.0
71,11,1.9,0.31622776601683794
71,12,4.0,0.0
71,13,4.0,0.0
71,14,2.0,0.0
71,15,3.6,0.5163977794943223
71,16,1.0,0.0
71,17,4.0,0.0
71,18,4.1,0.31622776601683794
71,19,4.0,0.0
71,20,3.0,0.0
71,21,3.0,0.0
71,22,5.0,0.0
71,23,5.0,0.0
71,24,3.9,0.31622776601683794
71,25,3.8,0.4216370213557839
71,26,2.8,0.6324555320336759
71,27,2.4,0.5163977794943223
71,28,3.0,0.0
71,29,3.5,0.5270462766947299
71,30,3.1,0.31622776601683794
71,31,1.0,0.0
71,32,2.6,0.5163977794943223
72,1,4.0,0.0
72,2,4.0,0.0
72,3,2.3,0.48304589153964794
72,4,2.2,0.4216370213557839
72,5,2.7,0.48304589153964794
72,6,1.0,0.0
72,7,4.0,0.0
72,8,4.0,0.0
72,9,3.0,0.0
72,10,3.0,0.0
72,11,3.2,0.4216370213557839
72,12,4.0,0.0
72,13,4.0,0.0
72,14,2.9,0.31622776601683794
72,15,3.1,0.31622776601683794
72,16,3.9,0.31622776601683794
72,17,3.0,0.0
72,18,4.0,0.0
72,19,3.0,0.0
72,20,3.0,0.0
72,21,3.0,0.0
72,22,4.0,0.0
72,23,4.3,0.48304589153964794
72,24,3.0,0.0
72,25,3.0,0.0
72,26,3.0,0.0
72,27,3.0,0.0
72,28,4.8,0.4216370213557839
72,29,3.6,0.5163977794943223
72,30,3.0,0.0
72,31,1.9,0.31622776601683794
72,32,3.0,0.0
73,1,4.0,0.0
73,2,4.0,0.0
73,3,2.4,0.8432740427115678
73,4,3.0,0.0
73,5,3.0,0.0
73,6,1.1,0.31622776601683794
73,7,4.0,0.0
73,8,4.0,0.0
73,9,3.0,0.0
73,10,3.0,0.0
73,11,3.9,0.31622776601683794
73,12,4.0,0.0
73,13,4.0,0.0
73,14,3.0,0.0
73,15,3.6,0.5163977794943223
73,16,2.5,0.5270462766947299
73,17,4.0,0.0
73,18,4.0,0.0
73,19,2.0,0.0
73,20,1.7,0.4830458915396479
73,21,3.0,0.0
73,22,4.3,0.48304589153964794
73,23,5.0,0.0
73,24,3.0,0.0
73,25,3.0,0.0
73,26,1.5,0.8498365855987975
73,27,3.0,0.0
73,28,3.0,0.0
73,29,4.0,0.0
73,30,2.0,0.4714045207910317
73,31,1.0,0.0
73,32,2.6,0.5163977794943223
74,1,4.0,0.0
74,2,4.0,0.0
74,3,3.0,0.0
74,4,3.0,0.0
74,5,3.0,0.0
74,6,1.0,0.0
74,7,4.0,0.0
74,8,4.0,0.0
74,9,3.7,0.48304589153964794
74,10,3.0,0.0
74,11,4.0,0.0
74,12,4.0,0.0
74,13,4.0,0.0
74,14,2.1,0.31622776601683794
74,15,4.0,0.0
74,16,2.0,0.0
74,17,4.0,0.0
74,18,4.0,0.0
74,19,4.0,0.0
74,20,3.0,0.0
74,21,3.1,0.31622776601683794
74,22,4.2,0.4216370213557839
74,23,4.9,0.31622776601683794
74,24,3.0,0.0
74,25,4.0,0.0
74,26,3.0,0.0
74,27,3.0,0.0
74,28,4.0,1.0540925533894598
74,29,3.7,0.48304589153964794
74,30,3.0,0.0
74,31,1.0,0.0
74,32,3.0,0.0
75,1,4.5,0.5270462766947299
75,2,4.9,0.31622776601683794
75,3,4.8,0.4216370213557839
75,4,4.4,0.5163977794943222
75,5,4.9,0.31622776601683794
75,6,0.0,0.0
75,7,4.8,0.4216370213557839
75,8,4.9,0.31622776601683794
75,9,4.6,0.5163977794943222
75,10,4.1,0.31622776601683794
75,11,4.6,0.5163977794943222
75,12,4.7,0.48304589153964794
75,13,4.9,0.31622776601683794
75,14,4.6,0.5163977794943222
75,15,4.5,0.5270462766947299
75,16,5.0,0.0
75,17,5.0,0.0
75,18,5.0,0.0
75,19,4.4,0.5163977794943222
75,20,4.0,0.0
75,21,5.0,0.0
75,22,5.0,0.0
75,23,5.0,0.0
75,24,5.0,0.0
75,25,5.0,0.0
75,26,4.8,0.4216370213557839
75,27,4.8,0.4216370213557839
75,28,5.0,0.0
75,29,5.0,0.0
75,30,4.0,0.0
75,31,1.0,0.0
75,32,5.0,0.0
76,1,4.0,0.0
76,2,4.0,0.0
76,3,2.0,0.0
76,4,4.0,0.0
76,5,4.9,0.31622776601683794
76,6,0.0,0.0
76,7,4.7,0.48304589153964794
76,8,4.0,0.0
76,9,3.9,0.31622776601683794
76,10,4.0,0.0
76,11,4.7,0.48304589153964794
76,12,4.3,0.48304589153964794
76,13,2.8,0.4216370213557839
76,14,3.6,0.5163977794943223
76,15,4.0,0.0
76,16,5.0,0.0
76,17,5.0,0.0
76,18,4.0,0.0
76,19,4.0,0.0
76,20,5.0,0.0
76,21,5.0,0.0
76,22,5.0,0.0
76,23,5.0,0.0
76,24,3.3,0.48304589153964794
76,25,5.0,0.0
76,26,4.2,0.4216370213557839
76,27,4.6,0.5163977794943222
76,28,5.0,0.0
76,29,3.2,0.4216370213557839
76,30,3.0,0.0
76,31,3.0,0.0
76,32,5.0,0.0
77,1,4.0,0.0
77,2,4.0,0.0
77,3,2.0,0.0
77,4,2.0,0.0
77,5,2.9,0.31622776601683794
77,6,1.0,0.0
77,7,4.0,0.0
77,8,4.0,0.0
77,9,2.0,0.0
77,10,2.0,0.0
77,11,3.2,0.4216370213557839
77,12,4.0,0.0
77,13,4.0,0.0
77,14,2.1,0.31622776601683794
77,15,4.0,0.0
77,16,2.0,0.0
77,17,4.4,0.5163977794943222
77,18,4.9,0.31622776601683794
77,19,4.0,0.0
77,20,3.0,0.0
77,21,4.6,0.5163977794943222
77,22,5.0,0.0
77,23,5.0,0.0
77,24,3.9,0.31622776601683794
77,25,4.0,0.0
77,26,1.2,0.6324555320336759
77,27,2.6,0.5163977794943223
77,28,4.9,0.31622776601683794
77,29,3.9,0.31622776601683794
77,30,3.0,0.0
77,31,1.0,0.0
77,32,3.0,0.0
78,1,3.7,0.48304589153964794
78,2,4.0,0.0
78,3,2.2,0.4216370213557839
78,4,3.0,0.0
78,5,2.1,0.31622776601683794
78,6,1.1,0.31622776601683794
78,7,4.0,0.0
78,8,4.0,0.0
78,9,2.3,0.48304589153964794
78,10,3.0,0.0
78,11,2.3,0.48304589153964794
78,12,4.0,0.0
78,13,4.0,0.0
78,14,1.8,0.9189365834726815
78,15,4.0,0.0
78,16,1.2,0.42163702135578396
78,17,4.0,0.0
78,18,4.0,0.0
78,19,3.1,0.31622776601683794
78,20,3.0,0.0
78,21,3.5,0.5270462766947299
78,22,4.3,0.48304589153964794
78,23,5.0,0.0
78,24,4.0,0.0
78,25,3.0,0.0
78,26,3.0,0.0
78,27,3.0,0.0
78,28,4.8,0.4216370213557839
78,29,3.0,0.0
78,30,3.0,0.0
78,31,1.0,0.0
78,32,3.0,0.0
79,1,4.0,0.0
79,2,4.0,0.0
79,3,2.7,0.48304589153964794
79,4,3.0,0.0
79,5,2.1,0.31622776601683794
79,6,1.2,0.6324555320336759
79,7,4.0,0.0
79,8,4.0,0.0
79,9,3.0,0.0
79,10,3.0,0.0
79,11,4.0,0.0
79,12,4.0,0.0
79,13,4.0,0.0
79,14,3.8,0.4216370213557839
79,15,4.0,0.0
79,16,2.4,0.5163977794943223
79,17,4.0,0.0
79,18,4.0,0.0
79,19,3.1,0.31622776601683794
79,20,3.0,0.0
79,21,4.0,0.0
79,22,4.2,0.4216370213557839
79,23,5.0,0.0
79,24,3.0,0.0
79,25,3.4,0.5163977794943223
79,26,3.0,0.0
79,27,3.0,0.0
79,28,3.0,0.0
79,29,3.1,0.31622776601683794
79,30,2.5,0.5270462766947299
79,31,1.0,0.0
79,32,3.0,0.0
80,1,4.0,0.0
80,2,4.5,0.5270462766947299
80,3,2.0,0.0
80,4,2.1,0.31622776601683794
80,5,2.9,0.31622776601683794
80,6,1.0,0.0
80,7,4.8,0.4216370213557839
80,8,4.0,0.0
80,9,2.0,0.0
80,10,3.0,0.0
80,11,2.0,0.0
80,12,4.0,0.0
80,13,4.0,0.0
80,14,1.1,0.31622776601683794
80,15,3.9,0.31622776601683794
80,16,2.0,0.0
80,17,4.5,0.5270462766947299
80,18,4.7,0.48304589153964794
80,19,3.0,0.0
80,20,3.0,0.0
80,21,3.0,0.0
80,22,5.0,0.0
80,23,4.9,0.31622776601683794
80,24,4.0,0.0
80,25,3.2,0.4216370213557839
80,26,2.6,0.6992058987801011
80,27,1.0,0.0
80,28,3.0,0.0
80,29,4.0,0.0
80,30,3.1,0.31622776601683794
80,31,1.0,0.0
80,32,3.0,0.0
81,1,3.0,0.0
81,2,3.0,0.0
81,3,1.3,0.6749485577105528
81,4,2.2,0.4216370213557839
81,5,2.5,0.5270462766947299
81,6,0.2,0.6324555320336759
81,7,2.6,0.5163977794943223
81,8,3.1,0.31622776601683794
81,9,1.6,0.9660917830792958
81,10,2.5,0.5270462766947299
81,11,2.3,0.48304589153964794
81,12,2.7,0.48304589153964794
81,13,2.7,0.48304589153964794
81,14,1.3,0.6749485577105528
81,15,2.5,0.5270462766947299
81,16,4.0,0.0
81,17,3.0,0.0
81,18,3.0,0.0
81,19,2.0,0.0
81,20,1.9,0.8755950357709131
81,21,3.0,0.0
81,22,4.0,0.0
81,23,3.8,0.4216370213557839
81,24,2.9,0.31622776601683794
81,25,2.9,0.31622776601683794
81,26,2.6,0.8432740427115679
81,27,1.3,0.4830458915396479
81,28,3.0,0.0
81,29,3.0,0.0
81,30,1.1,0.31622776601683794
81,31,1.0,0.0
81,32,3.0,0.0
82,1,4.0,0.0
82,2,4.0,0.0
82,3,2.0,0.0
82,4,2.0,0.0
82,5,2.0,0.0
82,6,1.0,0.0
82,7,4.0,0.0
82,8,4.0,0.0
82,9,2.0,0.0
82,10,3.0,0.0
82,11,3.0,0.0
82,12,4.0,0.0
82,13,4.0,0.0
82,14,2.0,0.0
82,15,3.6,0.5163977794943223
82,16,1.0,0.0
82,17,3.8,0.4216370213557839
82,18,4.6,0.5163977794943222
82,19,4.0,0.0
82,20,3.0,0.0
82,21,4.1,0.31622776601683794
82,22,4.8,0.4216370213557839
82,23,4.6,0.5163977794943222
82,24,3.0,0.0
82,25,4.0,0.0
82,26,3.0,0.0
82,27,2.1,0.31622776601683794
82,28,5.0,0.0
82,29,3.0,0.0
82,30,3.1,0.31622776601683794
82,31,1.0,0.0
82,32,3.0,0.0
83,1,3.6,0.5163977794943223
83,2,4.0,0.0
83,3,2.7,0.48304589153964794
83,4,2.0,0.0
83,5,2.0,0.0
83,6,1.0,0.0
83,7,4.0,0.0
83,8,4.0,0.0
83,9,2.9,0.31622776601683794
83,10,3.3,0.48304589153964794
83,11,4.0,0.0
83,12,4.0,0.0
83,13,4.0,0.0
83,14,2.3,0.48304589153964794
83,15,4.0,0.0
83,16,2.0,0.0
83,17,4.0,0.0
83,18,4.0,0.0
83,19,4.0,0.0
83,20,3.0,0.0
83,21,4.0,0.0
83,22,5.0,0.0
83,23,5.0,0.0
83,24,3.1,0.31622776601683794
83,25,3.0,0.0
83,26,3.0,0.0
83,27,3.0,0.0
83,28,4.2,0.4216370213557839
83,29,3.0,0.0
83,30,3.0,0.0
83,31,1.6,0.9660917830792958
83,32,3.0,0.0
84,1,3.9,0.31622776601683794
84,2,4.0,0.0
84,3,2.0,0.0
84,4,3.0,0.0
84,5,2.1,0.31622776601683794
84,6,1.0,0.0
84,7,4.0,0.0
84,8,4.0,0.0
84,9,2.8,0.4216370213557839
84,10,2.0,0.0
84,11,3.8,0.4216370213557839
84,12,4.0,0.0
84,13,3.0,0.0
84,14,2.1,0.31622776601683794
84,15,3.0,0.0
84,16,4.0,0.0
84,17,3.1,0.31622776601683794
84,18,4.0,0.0
84,19,3.0,0.0
84,20,3.0,0.0
84,21,3.8,0.4216370213557839
84,22,4.5,0.5270462766947299
84,23,5.0,0.0
84,24,3.0,0.0
84,25,3.3,0.48304589153964794
84,26,1.5,0.7071067811865476
84,27,2.2,0.4216370213557839
84,28,5.0,0.0
84,29,3.0,0.0
84,30,2.2,0.4216370213557839
84,31,1.0,0.0
84,32,3.0,0.0
85,1,2.8,0.4216370213557839
85,2,4.0,0.0
85,3,1.0,0.0
85,4,2.2,0.4216370213557839
85,5,2.2,0.4216370213557839
85,6,2.1,0.31622776601683794
85,7,3.9,0.31622776601683794
85,8,4.0,0.0
85,9,2.3,0.48304589153964794
85,10,2.8,0.4216370213557839
85,11,2.1,0.7378647873726218
85,12,4.0,0.0
85,13,3.0,0.0
85,14,1.0,0.0
85,15,3.0,0.0
85,16,1.0,0.0
85,17,3.3,0.48304589153964794
85,18,4.0,0.0
85,19,3.0,0.0
85,20,3.0,0.0
85,21,4.0,0.0
85,22,4.5,0.5270462766947299
85,23,4.5,0.5270462766947299
85,24,3.0,0.0
85,25,3.0,0.0
85,26,3.0,0.0
85,27,2.8,0.4216370213557839
85,28,4.5,0.5270462766947299
85,29,3.4,0.5163977794943223
85,30,2.5,0.5270462766947299
85,31,1.0,0.0
85,32,3.0,0.0
86,1,2.9,0.31622776601683794
86,2,4.0,0.0
86,3,1.3,0.6749485577105528
86,4,2.0,0.0
86,5,2.6,0.5163977794943223
86,6,2.1,0.31622776601683794
86,7,2.9,0.31622776601683794
86,8,4.0,0.0
86,9,2.5,0.5270462766947299
86,10,2.0,0.0
86,11,2.6,0.5163977794943223
86,12,2.6,0.5163977794943223
86,13,3.0,0.0
86,14,1.1,0.31622776601683794
86,15,2.9,0.31622776601683794
86,16,0.0,0.0
86,17,3.0,0.0
86,18,3.0,0.0
86,19,3.0,0.0
86,20,1.6,0.9660917830792958
86,21,3.0,0.0
86,22,4.0,0.0
86,23,4.0,0.0
86,24,3.0,0.0
86,25,3.0,0.0
86,26,2.8,0.6324555320336759
86,27,2.8,0.6324555320336759
86,28,3.0,0.0
86,29,3.0,0.0
86,30,2.2,0.4216370213557839
86,31,1.0,0.0
86,32,3.0,0.0
87,1,4.0,0.0
87,2,4.0,0.0
87,3,3.2,0.4216370213557839
87,4,3.9,0.31622776601683794
87,5,2.8,0.4216370213557839
87,6,0.0,0.0
87,7,4.0,0.0
87,8,4.0,0.0
87,9,4.0,0.0
87,10,2.0,0.0
87,11,4.0,0.0
87,12,4.0,0.0
87,13,4.0,0.0
87,14,4.0,0.0
87,15,4.0,0.0
87,16,4.0,0.0
87,17,4.4,0.5163977794943222
87,18,4.6,0.5163977794943222
87,19,4.0,0.0
87,20,4.0,0.0
87,21,4.2,0.4216370213557839
87,22,4.9,0.31622776601683794
87,23,5.0,0.0
87,24,4.0,0.0
87,25,4.1,0.31622776601683794
87,26,3.0,0.0
87,27,3.0,0.0
87,28,3.0,0.0
87,29,3.6,0.5163977794943223
87,30,4.0,0.0
87,31,2.0,0.0
87,32,4.0,0.0
88,1,4.0,0.0
88,2,4.0,0.0
88,3,3.1,0.31622776601683794
88,4,4.0,0.0
88,5,4.0,0.0
88,6,1.6,0.9660917830792958
88,7,4.0,0.0
88,8,4.0,0.0
88,9,4.0,0.0
88,10,4.0,0.0
88,11,4.0,0.0
88,12,4.0,0.0
88,13,4.0,0.0
88,14,3.3,0.6749485577105528
88,15,4.0,0.0
88,16,3.4,0.5163977794943223
88,17,4.0,0.0
88,18,4.1,0.31622776601683794
88,19,4.0,0.0
88,20,3.0,0.0
88,21,4.0,0.0
88,22,5.0,0.0
88,23,5.0,0.0
88,24,4.0,0.0
88,25,4.0,0.0
88,26,3.0,0.0
88,27,3.0,0.0
88,28,4.1,0.31622776601683794
88,29,3.8,0.4216370213557839
88,30,3.0,0.0
88,31,1.0,0.0
88,32,3.9,0.31622776601683794
89,1,4.0,0.0
89,2,4.0,0.0
89,3,2.0,0.0
89,4,2.8,0.4216370213557839
89,5,4.0,0.0
89,6,1.0,0.0
89,7,4.0,0.0
89,8,4.0,0.0
89,9,2.1,0.31622776601683794
89,10,2.0,0.0
89,11,4.0,0.0
89,12,4.0,0.0
89,13,4.0,0.0
89,14,3.2,0.4216370213557839
89,15,4.0,0.0
89,16,2.0,0.0
89,17,4.0,0.0
89,18,4.0,0.0
89,19,3.0,0.0
89,20,3.0,0.0
89,21,4.0,0.0
89,22,5.0,0.0
89,23,5.0,0.0
89,24,3.0,0.0
89,25,3.0,0.0
89,26,3.0,0.0
89,27,2.8,0.4216370213557839
89,28,5.0,0.0
89,29,3.1,0.31622776601683794
89,30,3.3,0.48304589153964794
89,31,1.0,0.0
89,32,3.0,0.0
90,1,4.0,0.0
90,2,4.0,0.0
90,3,1.9,0.31622776601683794
90,4,2.0,0.0
90,5,2.0,0.0
90,6,1.2,0.4216370213557839
90,7,3.9,0.31622776601683794
90,8,4.0,0.0
90,9,2.0,0.0
90,10,2.1,0.31622776601683794
90,11,2.0,0.0
90,12,3.9,0.31622776601683794
90,13,4.0,0.0
90,14,2.0,0.0
90,15,3.0,0.0
90,16,1.8,0.42163702135578396
90,17,3.7,0.48304589153964794
90,18,4.0,0.0
90,19,3.0,0.0
90,20,3.0,0.0
90,21,3.0,0.0
90,22,4.1,0.31622776601683794
90,23,4.8,0.4216370213557839
90,24,3.0,0.0
90,25,3.0,0.0
90,26,2.9,0.31622776601683794
90,27,1.9,0.31622776601683794
90,28,4.6,0.8432740427115678
90,29,3.3,0.48304589153964794
90,30,3.0,0.0
90,31,2.0,0.0
90,32,3.0,0.0
91,1,4.0,0.0
91,2,4.5,0.5270462766947299
91,3,2.2,0.4216370213557839
91,4,2.6,0.5163977794943223
91,5,2.0,0.0
91,6,1.1,0.31622776601683794
91,7,4.0,0.0
91,8,4.0,0.0
91,9,2.5,0.5270462766947299
91,10,3.0,0.0
91,11,2.6,0.5163977794943223
91,12,4.0,0.0
91,13,4.0,0.0
91,14,2.4,0.5163977794943223
91,15,3.0,0.0
91,16,2.1,0.31622776601683794
91,17,4.0,0.0
91,18,4.0,0.0
91,19,3.0,0.0
91,20,3.0,0.0
91,21,4.0,0.0
91,22,4.0,0.0
91,23,5.0,0.0
91,24,4.0,0.0
91,25,3.0,0.0
91,26,3.0,0.0
91,27,3.0,0.0
91,28,3.0,0.0
91,29,3.8,0.4216370213557839
91,30,3.0,0.0
91,31,1.0,0.0
91,32,3.0,0.0
92,1,4.0,0.0
92,2,4.0,0.0
92,3,3.0,0.0
92,4,2.0,0.0
92,5,2.0,0.0
92,6,2.1,0.31622776601683794
92,7,4.0,0.0
92,8,4.0,0.0
92,9,2.8,0.4216370213557839
92,10,3.0,0.0
92,11,2.1,0.31622776601683794
92,12,4.0,0.0
92,13,4.0,0.0
92,14,2.0,0.0
92,15,3.1,0.31622776601683794
92,16,2.0,0.0
92,17,4.0,0.0
92,18,4.5,0.5270462766947299
92,19,3.6,0.5163977794943223
92,20,3.2,0.4216370213557839
92,21,3.0,0.0
92,22,4.8,0.4216370213557839
92,23,5.0,0.0
92,24,4.0,0.0
92,25,3.4,0.5163977794943223
92,26,3.0,0.0
92,27,1.8,0.7888106377466155
92,28,4.9,0.31622776601683794
92,29,4.0,0.0
92,30,3.2,0.4216370213557839
92,31,1.0,0.0
92,32,3.0,0.0
93,1,4.0,0.0
93,2,4.0,0.0
93,3,3.0,0.0
93,4,3.0,0.0
93,5,3.1,0.31622776601683794
93,6,1.0,0.0
93,7,4.0,0.0
93,8,4.0,0.0
93,9,3.0,0.0
93,10,3.0,0.0
93,11,3.0,0.0
93,12,4.0,0.0
93,13,4.0,0.0
93,14,2.6,0.5163977794943223
93,15,4.0,0.0
93,16,3.0,0.0
93,17,4.0,0.0
93,18,4.0,0.0
93,19,3.2,0.4216370213557839
93,20,3.0,0.0
93,21,3.0,0.0
93,22,4.1,0.31622776601683794
93,23,4.2,0.4216370213557839
93,24,3.9,0.31622776601683794
93,25,3.0,0.0
93,26,3.0,0.0
93,27,3.0,0.0
93,28,4.4,0.5163977794943222
93,29,3.2,0.4216370213557839
93,30,3.0,0.0
93,31,1.0,0.0
93,32,3.1,0.31622776601683794
94,1,4.0,0.0
94,2,4.0,0.0
94,3,1.1,0.31622776601683794
94,4,2.0,0.0
94,5,2.0,0.0
94,6,1.0,0.0
94,7,4.0,0.0
94,8,4.0,0.0
94,9,2.0,0.0
94,10,2.2,0.4216370213557839
94,11,1.7,0.4830458915396479
94,12,4.0,0.0
94,13,4.0,0.0
94,14,2.1,0.31622776601683794
94,15,4.0,0.0
94,16,1.9,0.31622776601683794
94,17,4.0,0.0
94,18,4.0,0.0
94,19,3.0,0.0
94,20,3.0,0.0
94,21,3.0,0.0
94,22,5.0,0.0
94,23,5.0,0.0
94,24,3.0,0.0
94,25,3.0,0.0
94,26,2.8,0.6324555320336759
94,27,3.0,0.0
94,28,4.3,0.48304589153964794
94,29,3.1,0.31622776601683794
94,30,3.0,0.0
94,31,1.0,0.0
94,32,3.0,0.0
95,1,4.0,0.0
95,2,4.4,0.5163977794943222
95,3,2.0,0.0
95,4,2.0,0.0
95,5,2.0,0.0
95,6,0.0,0.0
95,7,4.0,0.0
95,8,4.2,0.4216370213557839
95,9,3.0,0.0
95,10,2.2,0.4216370213557839
95,11,3.0,0.0
95,12,4.0,0.0
95,13,4.0,0.0
95,14,2.0,0.0
95,15,3.0,0.0
95,16,2.0,0.0
95,17,4.1,0.31622776601683794
95,18,4.6,0.5163977794943222
95,19,3.8,0.4216370213557839
95,20,3.0,0.0
