persona,question,average_score,uncertainty
65,31,0.0,0.0
65,32,0.0,0.0
66,1,0.2,0.6324555320336759
66,2,0.0,0.0
66,3,0.0,0.0
66,4,0.0,0.0
66,5,0.0,0.0
66,6,0.0,0.0
66,7,0.4,0.8432740427115679
66,8,0.0,0.0
66,9,0.0,0.0
66,10,0.0,0.0
66,11,0.0,0.0
66,12,0.0,0.0
66,13,0.0,0.0
66,14,0.0,0.0
66,15,1.8,0.6324555320336759
66,16,0.0,0.0
66,17,5.0,0.0
66,18,5.0,0.0
66,19,0.6,0.9660917830792958
66,20,0.6,0.9660917830792958
66,21,2.0,2.581988897471611
66,22,5.0,0.0
66,23,5.0,0.0
66,24,0.0,0.0
66,25,0.0,0.0
66,26,0.4,0.8432740427115679
66,27,0.0,0.0
66,28,0.0,0.0
66,29,0.0,0.0
66,30,0.0,0.0
66,31,0.0,0.0
66,32,0.0,0.0
67,1,0.0,0.0
67,2,4.0,2.1081851067789197
67,3,0.0,0.0
67,4,0.0,0.0
67,5,0.0,0.0
67,6,0.0,0.0
67,7,0.0,0.0
67,8,1.5,2.41522945769824
67,9,0.0,0.0
67,10,0.0,0.0
67,11,0.0,0.0
67,12,0.0,0.0
67,13,0.0,0.0
67,14,0.0,0.0
67,15,0.0,0.0
67,16,0.0,0.0
67,17,5.0,0.0
67,18,5.0,0.0
67,19,0.0,0.0
67,20,0.0,0.0
67,21,5.0,0.0
67,22,5.0,0.0
67,23,5.0,0.0
67,24,5.0,0.0
67,25,1.8,0.6324555320336759
67,26,0.0,0.0
67,27,0.0,0.0
67,28,0.0,0.0
67,29,5.0,0.0
67,30,1.5,2.41522945769824
67,31,0.0,0.0
67,32,0.0,0.0
68,1,3.6,0.5163977794943223
68,2,4.0,0.0
68,3,0.0,0.0
68,4,0.0,0.0
68,5,0.0,0.0
68,6,0.0,0.0
68,7,2.3,0.48304589153964794
68,8,4.0,0.0
68,9,0.0,0.0
68,10,0.0,0.0
68,11,0.0,0.0
68,12,0.2,0.6324555320336759
68,13,2.2,0.4216370213557839
68,14,0.0,0.0
68,15,2.0,0.0
68,16,0.0,0.0
68,17,5.0,0.0
68,18,5.0,0.0
68,19,4.0,0.0
68,20,4.9,0.31622776601683794
68,21,5.0,0.0
68,22,5.0,0.0
68,23,5.0,0.0
68,24,4.8,0.4216370213557839
68,25,2.0,0.0
68,26,0.4,0.8432740427115679
68,27,0.0,0.0
68,28,0.0,0.0
68,29,5.0,0.0
68,30,2.0,0.0
68,31,0.0,0.0
68,32,0.0,0.0
69,1,4.8,0.6324555320336759
69,2,5.0,0.0
69,3,-0.1,0.31622776601683794
69,4,0.0,0.0
69,5,0.0,0.0
69,6,0.0,0.0
69,7,5.0,0.0
69,8,4.7,0.9486832980505138
69,9,2.8,0.4216370213557839
69,10,0.0,0.0
69,11,0.0,0.0
69,12,0.0,0.0
69,13,0.0,0.0
69,14,0.0,0.0
69,15,0.0,0.0
69,16,0.0,0.0
69,17,5.0,0.0
69,18,5.0,0.0
69,19,0.0,0.0
69,20,5.0,0.0
69,21,5.0,0.0
69,22,5.0,0.0
69,23,5.0,0.0
69,24,5.0,0.0
69,25,2.2,0.6324555320336759
69,26,0.0,0.0
69,27,0.0,0.0
69,28,0.0,0.0
69,29,5.0,0.0
69,30,2.0,0.0
69,31,0.0,0.0
69,32,0.0,0.0
70,1,4.2,0.4216370213557839
70,2,4.0,0.0
70,3,1.6,0.8432740427115679
70,4,0.6,0.8432740427115678
70,5,0.0,0.0
70,6,0.0,0.0
70,7,4.0,0.0
70,8,4.0,0.0
70,9,2.4,0.6992058987801011
70,10,0.4,0.8432740427115679
70,11,0.0,0.0
70,12,4.0,0.0
70,13,4.0,0.0
70,14,1.6,0.8432740427115679
70,15,2.0,0.0
70,16,0.0,0.0
70,17,5.0,0.0
70,18,5.0,0.0
70,19,2.0,0.0
70,20,2.0,0.0
70,21,5.0,0.0
70,22,5.0,0.0
70,23,5.0,0.0
70,24,4.1,0.31622776601683794
70,25,2.0,0.0
70,26,2.0,0.0
70,27,2.0,0.0
70,28,1.5,2.41522945769824
70,29,5.0,0.0
70,30,1.7,2.359378449224852
70,31,0.0,0.0
70,32,1.7,0.9486832980505139
71,1,0.0,0.0
71,2,0.0,0.0
71,3,0.0,0.0
71,4,0.0,0.0
71,5,0.0,0.0
71,6,0.0,0.0
71,7,0.0,0.0
71,8,1.2,1.0327955589886446
71,9,0.0,0.0
71,10,0.0,0.0
71,11,0.0,0.0
71,12,0.0,0.0
71,13,0.0,0.0
71,14,0.0,0.0
71,15,0.4,0.8432740427115679
71,16,0.0,0.0
71,17,2.0,0.0
71,18,5.0,0.0
71,19,2.0,0.0
71,20,2.0,0.0
71,21,0.0,0.0
71,22,5.0,0.0
71,23,5.0,0.0
71,24,2.7,1.1595018087284057
71,25,1.8,0.6324555320336759
71,26,0.0,0.0
71,27,0.0,0.0
71,28,0.0,0.0
71,29,5.0,0.0
71,30,0.2,0.6324555320336759
71,31,0.0,0.0
71,32,0.0,0.0
72,1,4.0,0.0
72,2,4.1,0.31622776601683794
72,3,1.8,0.6324555320336759
72,4,2.0,0.0
72,5,0.0,0.0
72,6,0.0,0.0
72,7,4.6,0.5163977794943222
72,8,4.9,0.31622776601683794
72,9,3.0,0.9428090415820634
72,10,4.0,0.0
72,11,0.0,0.0
72,12,4.9,0.31622776601683794
72,13,4.4,0.5163977794943222
72,14,0.4,0.8432740427115679
72,15,2.8,0.4216370213557839
72,16,5.0,0.0
72,17,5.0,0.0
72,18,5.0,0.0
72,19,4.0,0.0
72,20,5.0,0.0
72,21,5.0,0.0
72,22,5.0,0.0
72,23,5.0,0.0
72,24,5.0,0.0
72,25,3.0,1.0540925533894598
72,26,4.1,1.449137674618944
72,27,0.0,0.0
72,28,0.0,0.0
72,29,5.0,0.0
72,30,2.0,0.0
72,31,0.0,0.0
72,32,0.4,0.8432740427115679
73,1,4.0,0.0
73,2,5.0,0.0
73,3,0.0,0.0
73,4,1.1,1.1972189997378648
73,5,0.0,0.0
73,6,0.0,0.0
73,7,4.1,0.31622776601683794
73,8,4.4,0.5163977794943222
73,9,2.4,0.6992058987801011
73,10,1.0,1.0540925533894598
73,11,0.0,0.0
73,12,4.5,0.5270462766947299
73,13,4.5,0.5270462766947299
73,14,0.0,0.0
73,15,2.1,0.31622776601683794
73,16,0.0,0.0
73,17,4.9,0.31622776601683794
73,18,5.0,0.0
73,19,2.0,0.0
73,20,2.8,1.0327955589886446
73,21,5.0,0.0
73,22,5.0,0.0
73,23,5.0,0.0
73,24,5.0,0.0
73,25,2.3,0.9486832980505138
73,26,-0.4,1.2649110640673518
73,27,0.0,0.0
73,28,1.5,3.0276503540974917
73,29,5.0,0.0
73,30,2.7,2.1628170930011112
73,31,0.0,0.0
73,32,-1.0,0.0
74,1,3.6,0.6992058987801011
74,2,4.0,0.0
74,3,1.2,1.0327955589886446
74,4,2.0,0.0
74,5,0.0,0.0
74,6,0.0,0.0
74,7,5.0,0.0
74,8,4.0,0.0
74,9,2.2,0.4216370213557839
74,10,2.1,0.31622776601683794
74,11,0.0,0.0
74,12,3.1,0.8755950357709131
74,13,4.7,0.48304589153964794
74,14,0.0,0.0
74,15,2.1,0.31622776601683794
74,16,0.0,0.0
74,17,5.0,0.0
74,18,5.0,0.0
74,19,5.0,0.0
74,20,5.0,0.0
74,21,5.0,0.0
74,22,5.0,0.0
74,23,5.0,0.0
74,24,5.0,0.0
74,25,3.6,0.8432740427115678
74,26,2.0,0.0
74,27,0.0,0.0
74,28,4.0,2.1081851067789197
74,29,5.0,0.0
74,30,0.8,1.0327955589886446
74,31,0.0,0.0
74,32,0.8,1.0327955589886444
75,1,0.0,0.0
75,2,1.0,2.1081851067789197
75,3,5.0,0.0
75,4,5.0,0.0
75,5,2.0,2.581988897471611
75,6,0.0,0.0
75,7,5.0,0.0
75,8,5.0,0.0
75,9,5.0,0.0
75,10,0.0,0.0
75,11,0.0,0.0
75,12,0.0,0.0
75,13,0.0,0.0
75,14,5.0,0.0
75,15,0.0,0.0
75,16,0.0,0.0
75,17,5.0,0.0
75,18,5.0,0.0
75,19,5.0,0.0
75,20,4.7,0.9486832980505138
75,21,-1.0,0.0
75,22,5.0,0.0
75,23,5.0,0.0
75,24,5.0,0.0
75,25,5.0,0.0
75,26,0.0,0.0
75,27,5.0,0.0
75,28,0.0,0.0
75,29,5.0,0.0
75,30,0.0,0.0
75,31,0.0,0.0
75,32,0.0,0.0
76,1,0.0,0.0
76,2,0.0,0.0
76,3,0.0,0.0
76,4,0.0,0.0
76,5,5.0,0.0
76,6,0.0,0.0
76,7,5.0,0.0
76,8,0.0,0.0
76,9,0.0,0.0
76,10,0.0,0.0
76,11,0.0,0.0
76,12,3.0,2.581988897471611
76,13,0.0,0.0
76,14,0.0,0.0
76,15,0.0,0.0
76,16,5.0,0.0
76,17,5.0,0.0
76,18,1.4,0.9660917830792958
76,19,2.0,0.0
76,20,5.0,0.0
76,21,5.0,0.0
76,22,5.0,0.0
76,23,5.0,0.0
76,24,2.6,1.2649110640673518
76,25,5.0,0.0
76,26,5.0,0.0
76,27,5.0,0.0
76,28,5.0,0.0
76,29,5.0,0.0
76,30,0.0,0.0
76,31,0.0,0.0
76,32,5.0,0.0
77,1,4.2,0.4216370213557839
77,2,4.7,0.48304589153964794
77,3,0.0,0.0
77,4,0.0,0.0
77,5,0.0,0.0
77,6,0.0,0.0
77,7,4.1,0.9944289260117533
77,8,4.3,0.48304589153964794
77,9,0.0,0.0
77,10,0.4,0.8432740427115679
77,11,0.0,0.0
77,12,2.1,0.31622776601683794
77,13,3.8,0.6324555320336759
77,14,0.0,0.0
77,15,1.8,0.6324555320336759
77,16,0.0,0.0
77,17,5.0,0.0
77,18,5.0,0.0
77,19,4.6,0.5163977794943222
77,20,2.0,0.0
77,21,5.0,0.0
77,22,5.0,0.0
77,23,5.0,0.0
77,24,5.0,0.0
77,25,2.0,0.0
77,26,0.0,0.0
77,27,0.0,0.0
77,28,4.0,2.1081851067789197
77,29,5.0,0.0
77,30,1.8,0.6324555320336759
77,31,0.0,0.0
77,32,0.0,0.0
78,1,0.0,0.0
78,2,4.7,0.48304589153964794
78,3,0.0,0.0
78,4,0.0,0.0
78,5,0.0,0.0
78,6,0.0,0.0
78,7,0.4,0.8432740427115679
78,8,2.6,0.5163977794943223
78,9,0.0,0.0
78,10,0.0,0.0
78,11,0.0,0.0
78,12,1.0,1.0540925533894598
78,13,3.9,0.7378647873726218
78,14,0.0,0.0
78,15,1.4,0.9660917830792958
78,16,0.0,0.0
78,17,5.0,0.0
78,18,5.0,0.0
78,19,4.1,0.31622776601683794
78,20,3.5,1.5811388300841898
78,21,4.7,0.9486832980505138
78,22,5.0,0.0
78,23,5.0,0.0
78,24,5.0,0.0
78,25,0.0,0.0
78,26,0.0,0.0
78,27,2.0,0.0
78,28,0.0,0.0
78,29,0.0,0.0
78,30,0.2,0.6324555320336759
78,31,0.0,0.0
78,32,0.0,0.0
79,1,2.3,0.48304589153964794
79,2,4.0,0.0
79,3,0.0,0.0
79,4,0.1,0.31622776601683794
79,5,0.0,0.0
79,6,0.0,0.0
79,7,4.0,0.0
79,8,2.7,0.6749485577105528
79,9,2.1,0.31622776601683794
79,10,0.2,0.6324555320336759
79,11,0.0,0.0
79,12,2.2,0.4216370213557839
79,13,2.0,0.0
79,14,0.2,0.6324555320336759
79,15,2.0,0.0
79,16,0.0,0.0
79,17,4.7,0.48304589153964794
79,18,5.0,0.0
79,19,2.0,0.0
79,20,2.0,0.0
79,21,4.7,0.9486832980505138
79,22,5.0,0.0
79,23,5.0,0.0
79,24,4.9,0.31622776601683794
79,25,2.0,0.0
79,26,0.0,0.0
79,27,0.0,0.0
79,28,0.0,0.0
79,29,5.0,0.0
79,30,0.0,0.0
79,31,0.0,0.0
79,32,0.0,0.0
80,1,4.6,0.5163977794943222
80,2,5.0,0.0
80,3,0.0,0.0
80,4,0.0,0.0
80,5,0.0,0.0
80,6,0.0,0.0
80,7,5.0,0.0
80,8,4.0,0.0
80,9,0.0,0.0
80,10,0.0,0.0
80,11,0.0,0.0
80,12,0.0,0.0
80,13,5.0,0.0
80,14,0.0,0.0
80,15,0.0,0.0
80,16,0.0,0.0
80,17,5.0,0.0
80,18,4.6,0.5163977794943222
80,19,2.0,0.0
80,20,2.3,0.9486832980505138
80,21,0.1,0.31622776601683794
80,22,5.0,0.0
80,23,1.1,0.31622776601683794
80,24,5.0,0.0
80,25,1.4,0.8432740427115678
80,26,2.0,0.0
80,27,0.0,0.0
80,28,0.0,0.0
80,29,3.8,1.9321835661585915
80,30,1.8,0.6324555320336759
80,31,0.0,0.0
80,32,0.0,0.0
81,1,0.0,0.0
81,2,2.1,0.31622776601683794
81,3,0.0,0.0
81,4,0.0,0.0
81,5,0.0,0.0
81,6,0.0,0.0
81,7,2.0,0.0
81,8,2.9,1.4491376746189437
81,9,0.0,0.0
81,10,0.0,0.0
81,11,0.0,0.0
81,12,1.7,0.9486832980505138
81,13,0.0,0.0
81,14,0.0,0.0
81,15,0.0,0.0
81,16,0.0,0.0
81,17,4.8,0.4216370213557839
81,18,5.0,0.0
81,19,0.0,0.0
81,20,3.7,1.2516655570345725
81,21,4.5,1.5811388300841898
81,22,5.0,0.0
81,23,5.0,0.0
81,24,2.3,0.9486832980505138
81,25,1.6,0.8432740427115679
81,26,1.0,2.1081851067789197
81,27,0.0,0.0
81,28,0.0,0.0
81,29,5.0,0.0
81,30,0.0,0.0
81,31,0.0,0.0
81,32,5.0,0.0
82,1,0.0,0.0
82,2,0.0,0.0
82,3,0.0,0.0
82,4,0.0,0.0
82,5,0.0,0.0
82,6,0.0,0.0
82,7,0.0,0.0
82,8,0.2,0.6324555320336759
82,9,0.0,0.0
82,10,0.0,0.0
82,11,0.0,0.0
82,12,0.0,0.0
82,13,0.0,0.0
82,14,0.0,0.0
82,15,0.0,0.0
82,16,0.0,0.0
82,17,5.0,0.0
82,18,5.0,0.0
82,19,5.0,0.0
82,20,4.5,0.7071067811865476
82,21,5.0,0.0
82,22,5.0,0.0
82,23,5.0,0.0
82,24,5.0,0.0
82,25,2.6,1.2649110640673518
82,26,0.0,0.0
82,27,0.0,0.0
82,28,-0.2,0.42163702135578396
82,29,5.0,0.0
82,30,0.0,0.0
82,31,0.0,0.0
82,32,0.0,0.0
83,1,0.0,0.0
83,2,4.0,1.1547005383792515
83,3,0.0,0.0
83,4,0.0,0.0
83,5,0.0,0.0
83,6,0.0,0.0
83,7,0.0,0.0
83,8,0.8,1.0327955589886446
83,9,0.0,0.0
83,10,0.0,0.0
83,11,0.0,0.0
83,12,0.0,0.0
83,13,4.6,0.8432740427115678
83,14,0.0,0.0
83,15,0.0,0.0
83,16,0.0,0.0
83,17,5.0,0.0
83,18,5.0,0.0
83,19,5.0,0.0
83,20,5.0,0.0
83,21,5.0,0.0
83,22,5.0,0.0
83,23,5.0,0.0
83,24,5.0,0.0
83,25,2.0,0.0
83,26,0.0,0.0
83,27,0.0,0.0
83,28,0.0,0.0
83,29,5.0,0.0
83,30,0.0,0.0
83,31,0.0,0.0
83,32,0.0,0.0
84,1,2.5,0.7071067811865476
84,2,2.6,0.5163977794943223
84,3,0.0,0.0
84,4,0.0,0.0
84,5,0.0,0.0
84,6,0.0,0.0
84,7,2.7,0.9486832980505138
84,8,4.0,0.0
84,9,0.0,0.0
84,10,0.0,0.0
84,11,0.0,0.0
84,12,2.1,0.31622776601683794
84,13,0.0,0.0
84,14,0.0,0.0
84,15,0.2,0.6324555320336759
84,16,2.8,0.9189365834726815
84,17,5.0,0.0
84,18,5.0,0.0
84,19,5.0,0.0
84,20,4.5,0.5270462766947299
84,21,5.0,0.0
84,22,5.0,0.0
84,23,5.0,0.0
84,24,5.0,0.0
84,25,4.0,0.0
84,26,0.0,0.0
84,27,0.0,0.0
84,28,0.5,1.5811388300841898
84,29,5.0,0.0
84,30,0.2,0.6324555320336759
84,31,0.0,0.0
84,32,0.0,0.0
85,1,0.0,0.0
85,2,1.9,1.370320319406298
85,3,0.0,0.0
85,4,0.0,0.0
85,5,0.0,0.0
85,6,0.0,0.0
85,7,0.0,0.0
85,8,0.6,0.9660917830792958
85,9,0.0,0.0
85,10,0.0,0.0
85,11,0.0,0.0
85,12,0.0,0.0
85,13,0.0,0.0
85,14,0.0,0.0
85,15,0.0,0.0
85,16,0.0,0.0
85,17,5.0,0.0
85,18,5.0,0.0
85,19,4.0,0.0
85,20,2.3,0.9486832980505138
85,21,5.0,0.0
85,22,5.0,0.0
85,23,5.0,0.0
85,24,4.1,0.31622776601683794
85,25,2.0,0.0
85,26,1.7,0.6749485577105528
85,27,0.0,0.0
85,28,0.5,1.5811388300841898
85,29,5.0,0.0
85,30,0.0,0.0
85,31,0.0,0.0
85,32,1.0,1.0540925533894598
86,1,0.0,0.0
86,2,4.5,0.5270462766947299
86,3,0.0,0.0
86,4,0.0,0.0
86,5,0.0,0.0
86,6,0.0,0.0
86,7,0.0,0.0
86,8,0.0,0.0
86,9,0.0,0.0
86,10,0.0,0.0
86,11,0.0,0.0
86,12,0.0,0.0
86,13,0.0,0.0
86,14,0.0,0.0
86,15,0.0,0.0
86,16,0.0,0.0
86,17,2.9,1.4491376746189437
86,18,4.4,1.2649110640673518
86,19,3.8,0.6324555320336759
86,20,1.9,0.31622776601683794
86,21,3.8,1.5491933384829668
86,22,5.0,0.0
86,23,5.0,0.0
86,24,3.8,0.6324555320336759
86,25,2.0,0.0
86,26,2.3,0.9486832980505138
86,27,0.2,0.6324555320336759
86,28,0.0,0.0
86,29,4.7,0.9486832980505138
86,30,0.8,1.0327955589886444
86,31,0.0,0.0
86,32,2.0,0.0
87,1,4.0,0.4714045207910317
87,2,4.8,0.4216370213557839
87,3,5.0,0.0
87,4,4.1,0.31622776601683794
87,5,0.0,0.0
87,6,0.0,0.0
87,7,5.0,0.0
87,8,4.8,0.4216370213557839
87,9,5.0,0.0
87,10,0.0,0.0
87,11,0.0,0.0
87,12,4.4,0.5163977794943222
87,13,5.0,0.0
87,14,1.8,0.6324555320336759
87,15,2.1,0.31622776601683794
87,16,0.0,0.0
87,17,5.0,0.0
87,18,5.0,0.0
87,19,5.0,0.0
87,20,5.0,0.0
87,21,5.0,0.0
87,22,5.0,0.0
87,23,5.0,0.0
87,24,5.0,0.0
87,25,5.0,0.0
87,26,4.4,1.2649110640673518
87,27,0.0,0.0
87,28,0.0,0.0
87,29,5.0,0.0
87,30,5.0,0.0
87,31,0.0,0.0
87,32,1.8,0.6324555320336759
88,1,4.2,0.4216370213557839
88,2,5.0,0.0
88,3,4.0,0.0
88,4,2.0,0.0
88,5,0.0,0.0
88,6,0.0,0.0
88,7,5.0,0.0
88,8,4.8,0.4216370213557839
88,9,4.0,0.0
88,10,3.8,0.4216370213557839
88,11,0.0,0.0
88,12,4.9,0.31622776601683794
88,13,4.0,0.0
88,14,4.0,0.0
88,15,2.9,0.31622776601683794
88,16,1.0,1.0540925533894598
88,17,5.0,0.0
88,18,5.0,0.0
88,19,5.0,0.0
88,20,4.3,0.48304589153964794
88,21,5.0,0.0
88,22,5.0,0.0
88,23,5.0,0.0
88,24,5.0,0.0
88,25,4.3,0.48304589153964794
88,26,0.4,0.8432740427115679
88,27,0.0,0.0
88,28,3.5,2.41522945769824
88,29,5.0,0.0
88,30,2.3,0.9486832980505138
88,31,0.0,0.0
88,32,1.8,0.6324555320336759
89,1,2.7,0.8232726023485646
89,2,2.5,0.7071067811865476
89,3,0.0,0.0
89,4,0.0,0.0
89,5,0.0,0.0
89,6,0.0,0.0
89,7,0.0,0.0
89,8,1.8,0.6324555320336759
89,9,0.0,0.0
89,10,0.0,0.0
89,11,0.0,0.0
89,12,0.0,0.0
89,13,0.0,0.0
89,14,0.0,0.0
89,15,0.0,0.0
89,16,0.0,0.0
89,17,4.9,0.31622776601683794
89,18,4.9,0.31622776601683794
89,19,2.0,0.0
89,20,2.0,0.0
89,21,5.0,0.0
89,22,5.0,0.0
89,23,5.0,0.0
89,24,0.0,0.0
89,25,2.0,0.0
89,26,0.6,0.9660917830792958
89,27,0.0,0.0
89,28,0.0,0.0
89,29,0.0,0.0
89,30,0.0,0.0
89,31,0.0,0.0
89,32,0.0,0.0
90,1,4.2,0.7888106377466155
90,2,4.4,0.5163977794943222
90,3,0.0,0.0
90,4,0.0,0.0
90,5,0.0,0.0
90,6,0.0,0.0
90,7,0.0,0.0
90,8,0.6,0.9660917830792958
90,9,0.0,0.0
90,10,0.0,0.0
90,11,0.0,0.0
90,12,0.0,0.0
90,13,0.0,0.0
90,14,0.0,0.0
90,15,0.0,0.0
90,16,0.0,0.0
90,17,5.0,0.0
90,18,5.0,0.0
90,19,4.4,0.5163977794943222
90,20,2.4,0.8432740427115679
90,21,4.7,0.9486832980505138
90,22,5.0,0.0
90,23,4.6,1.2649110640673518
90,24,5.0,0.0
90,25,2.0,0.0
90,26,2.0,0.0
90,27,1.0,1.0540925533894598
90,28,0.1,0.31622776601683794
90,29,4.7,0.9486832980505138
90,30,2.0,0.0
90,31,0.0,0.0
90,32,1.4,0.9660917830792959
91,1,3.9,0.31622776601683794
91,2,5.0,0.0
91,3,0.0,0.0
91,4,0.0,0.0
91,5,0.0,0.0
91,6,0.0,0.0
91,7,4.1,0.31622776601683794
91,8,4.0,0.0
91,9,0.0,0.0
91,10,2.0,0.0
91,11,0.0,0.0
91,12,2.1,0.31622776601683794
91,13,4.0,2.1081851067789197
91,14,0.0,0.0
91,15,0.0,0.0
91,16,0.0,0.0
91,17,5.0,0.0
91,18,5.0,0.0
91,19,3.9,1.791957340762082
91,20,2.0,0.0
91,21,4.0,2.1081851067789197
91,22,5.0,0.0
91,23,5.0,0.0
91,24,5.0,0.0
91,25,2.0,0.0
91,26,2.0,0.0
91,27,0.0,0.0
91,28,0.0,0.0
91,29,4.4,1.2649110640673518
91,30,0.0,0.0
91,31,0.0,0.0
91,32,0.0,0.0
92,1,2.6,0.8432740427115678
92,2,5.0,0.0
92,3,0.0,0.0
92,4,0.0,0.0
92,5,0.0,0.0
92,6,0.0,0.0
92,7,4.9,0.31622776601683794
92,8,5.0,0.0
92,9,1.6,0.8432740427115678
92,10,2.0,0.0
92,11,0.0,0.0
92,12,4.8,0.4216370213557839
92,13,5.0,0.0
92,14,0.0,0.0
92,15,1.8,0.6324555320336759
92,16,0.0,0.0
92,17,5.0,0.0
92,18,5.0,0.0
92,19,4.0,0.0
92,20,4.2,0.4216370213557839
92,21,5.0,0.0
92,22,5.0,0.0
92,23,5.0,0.0
92,24,5.0,0.0
92,25,2.0,0.0
92,26,2.0,0.0
92,27,0.0,0.0
92,28,5.0,0.0
92,29,5.0,0.0
92,30,2.0,0.0
92,31,0.0,0.0
92,32,0.0,0.0
93,1,4.0,0.0
93,2,4.3,0.48304589153964794
93,3,0.4,0.8432740427115679
93,4,2.0,0.0
93,5,0.0,0.0
93,6,0.0,0.0
93,7,4.1,0.31622776601683794
93,8,4.5,0.5270462766947299
93,9,2.1,0.31622776601683794
93,10,2.0,0.0
93,11,0.0,0.0
93,12,4.1,0.31622776601683794
93,13,5.0,0.0
93,14,0.0,0.0
93,15,2.6,0.5163977794943223
93,16,0.2,0.6324555320336759
93,17,5.0,0.0
93,18,5.0,0.0
93,19,4.0,0.0
93,20,4.6,0.5163977794943222
93,21,5.0,0.0
93,22,5.0,0.0
93,23,5.0,0.0
93,24,5.0,0.0
93,25,2.0,0.0
93,26,2.0,0.0
93,27,0.0,0.0
93,28,5.0,0.0
93,29,5.0,0.0
93,30,2.0,0.0
93,31,0.0,0.0
93,32,1.8,0.6324555320336759
94,1,0.0,0.0
94,2,0.0,0.0
94,3,0.0,0.0
94,4,0.0,0.0
94,5,0.0,0.0
94,6,0.0,0.0
94,7,0.0,0.0
94,8,0.0,0.0
94,9,0.0,0.0
94,10,0.0,0.0
94,11,0.0,0.0
94,12,0.0,0.0
94,13,0.0,0.0
94,14,0.0,0.0
94,15,0.0,0.0
94,16,0.0,0.0
94,17,4.7,0.9486832980505138
94,18,5.0,0.0
94,19,5.0,0.0
94,20,1.8,0.6324555320336759
94,21,5.0,0.0
94,22,5.0,0.0
94,23,5.0,0.0
94,24,5.0,0.0
94,25,2.0,0.0
94,26,0.8,1.0327955589886446
94,27,0.3,0.6749485577105528
94,28,0.0,0.0
94,29,5.0,0.0
94,30,0.0,0.0
94,31,0.1,0.31622776601683794
94,32,0.0,0.0
95,1,0.0,0.0
95,2,0.0,0.0
95,3,0.0,0.0
95,4,0.0,0.0
95,5,0.0,0.0
95,6,0.0,0.0
95,7,0.0,0.0
95,8,0.0,0.0
95,9,0.0,0.0
95,10,0.0,0.0
95,11,0.0,0.0
95,12,0.0,0.0
95,13,0.0,0.0
95,14,0.0,0.0
95,15,0.0,0.0
95,16,0.0,0.0
95,17,5.0,0.0
95,18,5.0,0.0
95,19,5.0,0.0
95,20,0.0,0.0
95,21,5.0,0.0
95,22,5.0,0.0
95,23,5.0,0.0
95,24,5.0,0.0
95,25,1.4,0.9660917830792958
95,26,0.0,0.0
95,27,0.0,0.0
95,28,-0.1,0.31622776601683794
95,29,5.0,0.0
95,30,0.0,0.0
95,31,0.0,0.0
95,32,0.2,0.6324555320336759
96,1,0.2,0.6324555320336759
96,2,4.0,0.4714045207910317
96,3,0.0,0.0
96,4,0.0,0.0
96,5,0.0,0.0
96,6,0.0,0.0
96,7,4.7,0.48304589153964794
96,8,4.3,0.9486832980505138
96,9,0.0,0.0
96,10,0.1,0.31622776601683794
96,11,0.0,0.0
96,12,0.0,0.0
96,13,4.7,0.48304589153964794
96,14,0.0,0.0
96,15,0.0,0.0
96,16,0.0,0.0
96,17,4.7,0.48304589153964794
96,18,5.0,0.0
96,19,4.1,0.31622776601683794
96,20,4.6,0.5163977794943222
96,21,5.0,0.0
96,22,5.0,0.0
96,23,5.0,0.0
96,24,5.0,0.0
96,25,2.0,0.0
96,26,0.6,0.9660917830792959
96,27,0.0,0.0
96,28,0.0,0.0
96,29,5.0,0.0
96,30,1.6,0.8432740427115679
96,31,0.0,0.0
96,32,0.0,0.0
97,1,4.1,0.31622776601683794
97,2,4.2,0.9189365834726815
97,3,0.0,0.0
97,4,0.0,0.0
97,5,0.0,0.0
97,6,0.0,0.0
97,7,5.0,0.0
97,8,4.5,0.5270462766947299
97,9,0.0,0.0
97,10,0.0,0.0
97,11,0.0,0.0
97,12,2.0,0.0
97,13,3.3,1.7669811040931427
97,14,0.0,0.0
97,15,0.0,0.0
97,16,0.0,0.0
97,17,5.0,0.0
97,18,5.0,0.0
97,19,5.0,0.0
97,20,4.0,0.0
97,21,3.6,1.8973665961010275
97,22,5.0,0.0
97,23,5.0,0.0
97,24,4.9,0.31622776601683794
97,25,2.0,0.0
97,26,0.0,0.0
97,27,0.0,0.0
97,28,0.0,0.0
97,29,5.0,0.0
97,30,2.0,0.0
97,31,0.0,0.0
97,32,0.0,0.0
98,1,3.9,0.31622776601683794
98,2,0.6,0.9660917830792958
98,3,0.0,0.0
98,4,0.0,0.0
98,5,0.0,0.0
98,6,0.0,0.0
98,7,5.0,0.0
98,8,0.0,0.0
98,9,0.0,0.0
98,10,0.0,0.0
98,11,0.0,0.0
98,12,0.0,0.0
98,13,0.0,0.0
98,14,0.0,0.0
98,15,0.0,0.0
98,16,0.0,0.0
98,17,5.0,0.0
98,18,5.0,0.0
98,19,5.0,0.0
98,20,2.0,0.0
98,21,3.8,1.5491933384829668
98,22,5.0,0.0
98,23,3.0,2.1081851067789197
98,24,4.2,0.4216370213557839
98,25,2.0,0.0
98,26,1.8,0.6324555320336759
98,27,0.0,0.0
98,28,0.5,1.5811388300841898
98,29,2.9,1.8529256146249728
98,30,0.8,1.0327955589886446
98,31,0.1,0.31622776601683794
