persona,question,average_score,uncertainty,relative_score
51,1,5.0,0.0,0.0
51,2,5.0,0.0,0.5999999999999996
51,3,4.8,0.4216370213557839,1.7999999999999998
51,4,4.0,0.0,1.9
51,5,4.0,0.0,1.0
51,6,5.0,0.0,0.0
51,7,5.0,0.0,1.0
51,8,5.0,0.0,2.0
51,9,4.0,0.0,1.0
51,10,4.0,0.0,1.0
51,11,5.0,0.0,0.0
51,12,5.0,0.0,0.0
51,13,4.0,0.0,1.0
51,14,4.0,0.0,0.0
51,15,4.0,0.0,0.7999999999999998
51,16,5.0,0.0,0.0
51,17,5.0,0.0,0.0
51,18,4.0,0.0,0.40000000000000036
51,19,4.1,0.31622776601683794,0.09999999999999964
51,20,3.4,0.5163977794943223,0.3999999999999999
51,21,5.0,0.0,0.0
51,22,5.0,0.0,0.0
51,23,4.2,0.4216370213557839,1.3000000000000003
51,24,3.0,0.0,1.5
51,25,3.7,0.48304589153964794,0.7000000000000002
51,26,5.0,0.0,0.0
51,27,4.7,0.48304589153964794,0.2999999999999998
51,28,4.0,0.0,1.0
51,29,4.0,0.0,0.5
51,30,3.0,0.0,0.8999999999999999
52,1,4.0,0.0,1.0
52,2,4.0,0.0,0.40000000000000036
52,3,3.2,0.4216370213557839,0.20000000000000018
52,4,3.0,0.0,0.8999999999999999
52,5,3.0,0.0,0.0
52,6,4.4,0.5163977794943222,0.5999999999999996
52,7,4.0,0.0,0.0
52,8,4.0,0.0,1.0
52,9,3.5,0.5270462766947299,0.5
52,10,3.0,0.0,0.0
52,11,4.6,0.5163977794943222,0.40000000000000036
52,12,5.0,0.0,0.0
52,13,3.0,0.0,0.0
52,14,4.0,0.0,0.0
52,15,3.0,0.0,0.20000000000000018
52,16,5.0,0.0,0.0
52,17,5.0,0.0,0.0
52,18,3.1,0.31622776601683794,1.3000000000000003
52,19,4.0,0.0,0.0
52,20,2.4,0.5163977794943223,1.4
52,21,5.0,0.0,0.0
52,22,4.0,0.0,1.0
52,23,2.9,0.31622776601683794,0.0
52,24,2.0,0.0,0.5
52,25,2.0,0.0,1.0
52,26,4.0,0.0,1.0
52,27,4.0,0.0,1.0
52,28,3.8,0.4216370213557839,0.7999999999999998
52,29,2.0,0.0,1.5
52,30,2.5,0.5270462766947299,1.4
53,1,5.0,0.0,0.0
53,2,5.0,0.0,0.5999999999999996
53,3,5.0,0.0,2.0
53,4,3.2,0.4216370213557839,1.1
53,5,4.0,0.0,1.0
53,6,5.0,0.0,0.0
53,7,4.9,0.31622776601683794,0.9000000000000004
53,8,4.0,0.0,1.0
53,9,3.0,0.0,0.0
53,10,4.0,0.0,1.0
53,11,5.0,0.0,0.0
53,12,5.0,0.0,0.0
53,13,4.0,0.0,1.0
53,14,4.0,0.0,0.0
53,15,3.0,0.0,0.20000000000000018
53,16,5.0,0.0,0.0
53,17,5.0,0.0,0.0
53,18,5.0,0.0,0.5999999999999996
53,19,3.0,0.0,1.0
53,20,4.0,0.0,0.20000000000000018
53,21,5.0,0.0,0.0
53,22,5.0,0.0,0.0
53,23,3.9,0.31622776601683794,1.0
53,24,2.0,0.0,0.5
53,25,3.0,0.0,0.0
53,26,5.0,0.0,0.0
53,27,5.0,0.0,0.0
53,28,3.0,0.0,0.0
53,29,2.0,0.0,1.5
53,30,3.0,0.0,0.8999999999999999
54,1,4.8,0.4216370213557839,0.20000000000000018
54,2,4.0,0.0,0.40000000000000036
54,3,2.0,0.0,1.0
54,4,2.0,0.0,0.10000000000000009
54,5,2.9,0.31622776601683794,0.10000000000000009
54,6,4.0,0.0,1.0
54,7,4.0,0.0,0.0
54,8,3.0,0.0,0.0
54,9,3.0,0.0,0.0
54,10,2.9,0.31622776601683794,0.10000000000000009
54,11,4.0,0.0,1.0
54,12,4.9,0.31622776601683794,0.09999999999999964
54,13,2.0,0.0,1.0
54,14,4.0,0.0,0.0
54,15,2.4,0.5163977794943223,0.8000000000000003
54,16,5.0,0.0,0.0
54,17,5.0,0.0,0.0
54,18,3.0,0.0,1.4000000000000004
54,19,3.0,0.0,1.0
54,20,2.0,0.0,1.7999999999999998
54,21,5.0,0.0,0.0
54,22,3.0,0.0,2.0
54,23,3.0,0.0,0.10000000000000009
54,24,2.3,0.48304589153964794,0.7999999999999998
54,25,2.0,0.0,1.0
54,26,5.0,0.0,0.0
54,27,4.0,0.0,1.0
54,28,4.0,0.0,1.0
54,29,0.0,0.0,3.5
54,30,2.2,0.4216370213557839,1.6999999999999997
55,1,4.0,0.0,1.0
55,2,4.0,0.0,0.40000000000000036
55,3,4.0,0.0,1.0
55,4,3.0,0.0,0.8999999999999999
55,5,4.0,0.0,1.0
55,6,4.1,0.31622776601683794,0.9000000000000004
55,7,4.0,0.0,0.0
55,8,4.0,0.0,1.0
55,9,3.0,0.0,0.0
55,10,3.3,0.48304589153964794,0.2999999999999998
55,11,4.0,0.0,1.0
55,12,4.4,0.5163977794943222,0.5999999999999996
55,13,4.0,0.0,1.0
55,14,4.0,0.0,0.0
55,15,3.9,0.31622776601683794,0.6999999999999997
55,16,5.0,0.0,0.0
55,17,5.0,0.0,0.0
55,18,4.0,0.0,0.40000000000000036
55,19,4.0,0.0,0.0
55,20,4.0,0.0,0.20000000000000018
55,21,5.0,0.0,0.0
55,22,5.0,0.0,0.0
55,23,3.4,0.5163977794943223,0.5
55,24,3.0,0.0,1.5
55,25,2.9,0.31622776601683794,0.10000000000000009
55,26,5.0,0.0,0.0
55,27,4.0,0.0,1.0
55,28,4.0,0.0,1.0
55,29,2.5,0.5270462766947299,1.0
55,30,2.0,0.0,1.9
56,1,5.0,0.0,0.0
56,2,5.0,0.0,0.5999999999999996
56,3,3.0,0.0,0.0
56,4,2.9,0.31622776601683794,0.7999999999999998
56,5,3.0,0.0,0.0
56,6,5.0,0.0,0.0
56,7,4.0,0.0,0.0
56,8,4.0,0.0,1.0
56,9,3.0,0.0,0.0
56,10,4.0,0.0,1.0
56,11,5.0,0.0,0.0
56,12,5.0,0.0,0.0
56,13,3.1,0.31622776601683794,0.10000000000000009
56,14,4.0,0.0,0.0
56,15,4.0,0.0,0.7999999999999998
56,16,5.0,0.0,0.0
56,17,5.0,0.0,0.0
56,18,4.0,0.0,0.40000000000000036
56,19,4.0,0.0,0.0
56,20,4.0,0.0,0.20000000000000018
56,21,5.0,0.0,0.0
56,22,5.0,0.0,0.0
56,23,4.0,0.0,1.1
56,24,3.0,0.0,1.5
56,25,2.0,0.0,1.0
56,26,5.0,0.0,0.0
56,27,5.0,0.0,0.0
56,28,4.0,0.0,1.0
56,29,0.1,0.31622776601683794,3.4
56,30,4.0,0.0,0.10000000000000009
57,1,4.0,0.0,1.0
57,2,5.0,0.0,0.5999999999999996
57,3,4.0,0.0,1.0
57,4,3.0,0.0,0.8999999999999999
57,5,3.9,0.31622776601683794,0.8999999999999999
57,6,5.0,0.0,0.0
57,7,4.0,0.0,0.0
57,8,4.0,0.0,1.0
57,9,4.0,0.0,1.0
57,10,4.0,0.0,1.0
57,11,4.5,0.5270462766947299,0.5
57,12,5.0,0.0,0.0
57,13,4.0,0.0,1.0
57,14,4.0,0.0,0.0
57,15,4.0,0.0,0.7999999999999998
57,16,5.0,0.0,0.0
57,17,5.0,0.0,0.0
57,18,5.0,0.0,0.5999999999999996
57,19,4.0,0.0,0.0
57,20,4.0,0.0,0.20000000000000018
57,21,5.0,0.0,0.0
57,22,5.0,0.0,0.0
57,23,4.0,0.0,1.1
57,24,2.3,0.48304589153964794,0.7999999999999998
57,25,3.1,0.31622776601683794,0.10000000000000009
57,26,5.0,0.0,0.0
57,27,4.1,0.31622776601683794,0.9000000000000004
57,28,4.0,0.0,1.0
57,29,2.0,0.0,1.5
57,30,3.3,0.48304589153964794,0.6000000000000001
58,1,4.0,0.0,1.0
58,2,4.0,0.0,0.40000000000000036
58,3,3.0,0.0,0.0
58,4,3.0,0.0,0.8999999999999999
58,5,3.0,0.0,0.0
58,6,4.0,0.0,1.0
58,7,4.0,0.0,0.0
58,8,3.0,0.0,0.0
58,9,3.0,0.0,0.0
58,10,3.0,0.0,0.0
58,11,4.0,0.0,1.0
58,12,4.0,0.0,1.0
58,13,3.0,0.0,0.0
58,14,4.0,0.0,0.0
58,15,2.2,0.4216370213557839,1.0
58,16,4.0,0.0,1.0
58,17,4.5,0.5270462766947299,0.5
58,18,4.0,0.0,0.40000000000000036
58,19,4.0,0.0,0.0
58,20,3.5,0.5270462766947299,0.2999999999999998
58,21,5.0,0.0,0.0
58,22,3.9,0.31622776601683794,1.1
58,23,3.0,0.0,0.10000000000000009
58,24,2.0,0.0,0.5
58,25,2.0,0.0,1.0
58,26,4.1,0.31622776601683794,0.9000000000000004
58,27,3.8,0.4216370213557839,1.2000000000000002
58,28,3.3,0.48304589153964794,0.2999999999999998
58,29,2.1,0.31622776601683794,1.4
58,30,3.0,0.0,0.8999999999999999
59,1,4.0,0.0,1.0
59,2,4.0,0.0,0.40000000000000036
59,3,4.0,0.0,1.0
59,4,3.0,0.0,0.8999999999999999
59,5,3.0,0.0,0.0
59,6,4.0,0.0,1.0
59,7,4.0,0.0,0.0
59,8,4.0,0.0,1.0
59,9,3.0,0.0,0.0
59,10,4.0,0.0,1.0
59,11,4.0,0.0,1.0
59,12,4.9,0.31622776601683794,0.09999999999999964
59,13,4.0,0.0,1.0
59,14,4.0,0.0,0.0
59,15,3.0,0.0,0.20000000000000018
59,16,5.0,0.0,0.0
59,17,5.0,0.0,0.0
59,18,4.0,0.0,0.40000000000000036
59,19,4.0,0.0,0.0
59,20,4.0,0.0,0.20000000000000018
59,21,5.0,0.0,0.0
59,22,5.0,0.0,0.0
59,23,4.0,0.0,1.1
59,24,3.0,0.0,1.5
59,25,2.8,0.4216370213557839,0.20000000000000018
59,26,5.0,0.0,0.0
59,27,4.9,0.31622776601683794,0.09999999999999964
59,28,2.9,0.31622776601683794,0.10000000000000009
59,29,2.1,0.31622776601683794,1.4
59,30,2.0,0.0,1.9
60,1,3.0,0.0,2.0
60,2,4.0,0.0,0.40000000000000036
60,3,4.0,0.0,1.0
60,4,3.0,0.0,0.8999999999999999
60,5,3.0,0.0,0.0
60,6,3.0,0.0,2.0
60,7,4.0,0.0,0.0
60,8,4.0,0.0,1.0
60,9,3.2,0.4216370213557839,0.20000000000000018
60,10,3.0,0.0,0.0
60,11,3.0,0.0,2.0
60,12,4.0,0.0,1.0
60,13,3.0,0.0,0.0
60,14,4.0,0.0,0.0
60,15,2.0,0.0,1.2000000000000002
60,16,4.0,0.0,1.0
60,17,4.2,0.4216370213557839,0.7999999999999998
60,18,5.0,0.0,0.5999999999999996
60,19,4.0,0.0,0.0
60,20,3.0,0.0,0.7999999999999998
60,21,5.0,0.0,0.0
60,22,4.0,0.0,1.0
60,23,3.7,0.48304589153964794,0.8000000000000003
60,24,3.0,0.0,1.5
60,25,2.0,0.0,1.0
60,26,5.0,0.0,0.0
60,27,3.0,0.0,2.0
60,28,4.0,0.0,1.0
60,29,2.0,0.0,1.5
60,30,2.0,0.0,1.9
61,1,3.0,0.0,2.0
61,2,3.6,0.5163977794943223,0.8000000000000003
61,3,2.1,0.31622776601683794,0.8999999999999999
61,4,2.0,0.0,0.10000000000000009
61,5,4.0,0.0,1.0
61,6,3.0,0.0,2.0
61,7,3.0,0.0,1.0
61,8,3.0,0.0,0.0
61,9,2.0,0.0,1.0
61,10,2.0,0.0,1.0
61,11,3.0,0.0,2.0
61,12,4.0,0.0,1.0
61,13,2.0,0.0,1.0
61,14,4.0,0.0,0.0
61,15,1.4,0.9660917830792958,1.8000000000000003
61,16,4.0,0.0,1.0
61,17,5.0,0.0,0.0
61,18,4.0,0.0,0.40000000000000036
61,19,3.0,0.0,1.0
61,20,2.4,0.5163977794943223,1.4
61,21,5.0,0.0,0.0
61,22,4.0,0.0,1.0
61,23,3.0,0.0,0.10000000000000009
61,24,0.0,0.0,1.5
61,25,2.0,0.0,1.0
61,26,4.1,0.31622776601683794,0.9000000000000004
61,27,3.1,0.31622776601683794,1.9
61,28,4.0,0.0,1.0
61,29,3.0,0.0,0.5
61,30,0.0,0.0,3.9
62,1,4.0,0.0,1.0
62,2,4.0,0.0,0.40000000000000036
62,3,3.6,0.5163977794943223,0.6000000000000001
62,4,3.0,0.0,0.8999999999999999
62,5,3.0,0.0,0.0
62,6,4.6,0.5163977794943222,0.40000000000000036
62,7,4.0,0.0,0.0
62,8,4.0,0.0,1.0
62,9,3.0,0.0,0.0
62,10,3.4,0.5163977794943223,0.3999999999999999
62,11,4.4,0.5163977794943222,0.5999999999999996
62,12,5.0,0.0,0.0
62,13,3.8,0.4216370213557839,0.7999999999999998
62,14,4.0,0.0,0.0
62,15,4.0,0.0,0.7999999999999998
62,16,5.0,0.0,0.0
62,17,5.0,0.0,0.0
62,18,4.0,0.0,0.40000000000000036
62,19,4.0,0.0,0.0
62,20,3.7,0.48304589153964794,0.09999999999999964
62,21,5.0,0.0,0.0
62,22,4.8,0.4216370213557839,0.20000000000000018
62,23,4.0,0.0,1.1
62,24,3.0,0.0,1.5
62,25,2.7,0.48304589153964794,0.2999999999999998
62,26,5.0,0.0,0.0
62,27,4.0,0.0,1.0
62,28,3.5,0.5270462766947299,0.5
62,29,2.9,0.31622776601683794,0.6000000000000001
62,30,3.0,0.0,0.8999999999999999
63,1,4.0,0.0,1.0
63,2,5.0,0.0,0.5999999999999996
63,3,3.0,0.0,0.0
63,4,3.0,0.0,0.8999999999999999
63,5,3.0,0.0,0.0
63,6,5.0,0.0,0.0
63,7,4.9,0.31622776601683794,0.9000000000000004
63,8,4.0,0.0,1.0
63,9,3.0,0.0,0.0
63,10,3.0,0.0,0.0
63,11,4.0,0.0,1.0
63,12,5.0,0.0,0.0
63,13,2.4,0.5163977794943223,0.6000000000000001
63,14,4.0,0.0,0.0
63,15,3.0,0.0,0.20000000000000018
63,16,5.0,0.0,0.0
63,17,5.0,0.0,0.0
63,18,3.8,0.4216370213557839,0.6000000000000005
63,19,3.0,0.0,1.0
63,20,2.7,0.48304589153964794,1.0999999999999996
63,21,5.0,0.0,0.0
63,22,5.0,0.0,0.0
63,23,3.0,0.0,0.10000000000000009
63,24,0.0,0.0,1.5
63,25,2.0,0.0,1.0
63,26,4.6,0.5163977794943222,0.40000000000000036
63,27,5.0,0.0,0.0
63,28,3.1,0.31622776601683794,0.10000000000000009
63,29,2.0,0.0,1.5
63,30,2.1,0.31622776601683794,1.7999999999999998
64,1,4.0,0.0,1.0
64,2,4.1,0.31622776601683794,0.3000000000000007
64,3,3.0,0.0,0.0
64,4,3.0,0.0,0.8999999999999999
64,5,3.0,0.0,0.0
64,6,4.0,0.0,1.0
64,7,4.0,0.0,0.0
64,8,4.0,0.0,1.0
64,9,3.0,0.0,0.0
64,10,3.1,0.31622776601683794,0.10000000000000009
64,11,4.0,0.0,1.0
64,12,5.0,0.0,0.0
64,13,2.9,0.31622776601683794,0.10000000000000009
64,14,4.0,0.0,0.0
64,15,3.0,0.0,0.20000000000000018
64,16,5.0,0.0,0.0
64,17,5.0,0.0,0.0
64,18,4.0,0.0,0.40000000000000036
64,19,3.0,0.0,1.0
64,20,3.0,0.0,0.7999999999999998
64,21,5.0,0.0,0.0
64,22,4.0,0.0,1.0
64,23,2.9,0.31622776601683794,0.0
64,24,0.8,1.0327955589886446,0.7
64,25,2.0,0.0,1.0
64,26,4.8,0.4216370213557839,0.20000000000000018
64,27,4.0,0.0,1.0
64,28,3.0,0.0,0.0
64,29,2.9,0.31622776601683794,0.6000000000000001
64,30,2.6,0.5163977794943223,1.2999999999999998
65,1,4.1,0.31622776601683794,0.9000000000000004
65,2,4.3,0.48304589153964794,0.10000000000000053
65,3,4.0,0.0,1.0
65,4,3.0,0.0,0.8999999999999999
65,5,3.1,0.31622776601683794,0.10000000000000009
65,6,5.0,0.0,0.0
65,7,4.0,0.0,0.0
65,8,4.0,0.0,1.0
65,9,4.0,0.0,1.0
65,10,4.0,0.0,1.0
65,11,5.0,0.0,0.0
65,12,5.0,0.0,0.0
65,13,4.0,0.0,1.0
65,14,4.0,0.0,0.0
65,15,3.1,0.31622776601683794,0.10000000000000009
65,16,5.0,0.0,0.0
65,17,5.0,0.0,0.0
65,18,5.0,0.0,0.5999999999999996
65,19,4.0,0.0,0.0
65,20,4.0,0.0,0.20000000000000018
65,21,5.0,0.0,0.0
65,22,5.0,0.0,0.0
65,23,4.0,0.0,1.1
65,24,2.0,0.0,0.5
65,25,2.0,0.0,1.0
65,26,5.0,0.0,0.0
65,27,5.0,0.0,0.0
65,28,3.0,0.0,0.0
65,29,1.4,0.9660917830792959,2.1
65,30,3.0,0.0,0.8999999999999999
66,1,3.3,0.48304589153964794,1.7000000000000002
66,2,4.0,0.0,0.40000000000000036
66,3,2.0,0.0,1.0
66,4,2.0,0.0,0.10000000000000009
66,5,2.0,0.0,1.0
66,6,4.0,0.0,1.0
66,7,4.0,0.0,0.0
66,8,3.0,0.0,0.0
66,9,3.0,0.0,0.0
66,10,2.0,0.0,1.0
66,11,4.0,0.0,1.0
66,12,3.5,0.5270462766947299,1.5
66,13,2.0,0.0,1.0
66,14,4.0,0.0,0.0
66,15,2.0,0.0,1.2000000000000002
66,16,4.0,0.0,1.0
66,17,5.0,0.0,0.0
66,18,4.0,0.0,0.40000000000000036
66,19,3.0,0.0,1.0
66,20,2.0,0.0,1.7999999999999998
66,21,5.0,0.0,0.0
66,22,4.0,0.0,1.0
66,23,3.0,0.0,0.10000000000000009
66,24,2.0,0.0,0.5
66,25,2.0,0.0,1.0
66,26,4.1,0.31622776601683794,0.9000000000000004
66,27,4.0,0.0,1.0
66,28,4.0,0.0,1.0
66,29,1.4,0.9660917830792959,2.1
66,30,0.0,0.0,3.9
67,1,4.0,0.0,1.0
67,2,4.0,0.0,0.40000000000000036
67,3,2.0,0.0,1.0
67,4,2.0,0.0,0.10000000000000009
67,5,2.0,0.0,1.0
67,6,4.0,0.0,1.0
67,7,4.0,0.0,0.0
67,8,2.6,0.5163977794943223,0.3999999999999999
67,9,1.6,0.8432740427115679,1.4
67,10,2.9,0.31622776601683794,0.10000000000000009
67,11,4.0,0.0,1.0
67,12,5.0,0.0,0.0
67,13,2.0,0.0,1.0
67,14,4.0,0.0,0.0
67,15,0.0,0.0,3.2
67,16,4.2,0.4216370213557839,0.7999999999999998
67,17,5.0,0.0,0.0
67,18,3.0,0.0,1.4000000000000004
67,19,2.9,0.31622776601683794,1.1
67,20,2.0,0.0,1.7999999999999998
67,21,5.0,0.0,0.0
67,22,4.0,0.0,1.0
67,23,2.0,0.0,0.8999999999999999
67,24,0.0,0.0,1.5
67,25,0.4,0.8432740427115679,2.6
67,26,5.0,0.0,0.0
67,27,3.0,0.0,2.0
67,28,2.0,0.0,1.0
67,29,0.0,0.0,3.5
67,30,0.0,0.0,3.9
68,1,4.0,0.0,1.0
68,2,4.0,0.0,0.40000000000000036
68,3,3.0,0.0,0.0
68,4,3.0,0.0,0.8999999999999999
68,5,3.0,0.0,0.0
68,6,4.0,0.0,1.0
68,7,4.0,0.0,0.0
68,8,4.0,0.0,1.0
68,9,3.0,0.0,0.0
68,10,3.0,0.0,0.0
68,11,4.0,0.0,1.0
68,12,5.0,0.0,0.0
68,13,4.0,0.0,1.0
68,14,4.0,0.0,0.0
68,15,3.0,0.0,0.20000000000000018
68,16,5.0,0.0,0.0
68,17,5.0,0.0,0.0
68,18,4.0,0.0,0.40000000000000036
68,19,4.0,0.0,0.0
68,20,4.0,0.0,0.20000000000000018
68,21,5.0,0.0,0.0
68,22,4.0,0.0,1.0
68,23,3.0,0.0,0.10000000000000009
68,24,2.0,0.0,0.5
68,25,2.0,0.0,1.0
68,26,4.5,0.5270462766947299,0.5
68,27,4.0,0.0,1.0
68,28,4.0,0.0,1.0
68,29,1.8,0.4216370213557839,1.7
68,30,3.0,0.0,0.8999999999999999
69,1,4.0,0.0,1.0
69,2,4.0,0.0,0.40000000000000036
69,3,3.0,0.0,0.0
69,4,3.0,0.0,0.8999999999999999
69,5,3.0,0.0,0.0
69,6,4.0,0.0,1.0
69,7,4.0,0.0,0.0
69,8,4.0,0.0,1.0
69,9,3.0,0.0,0.0
69,10,3.0,0.0,0.0
69,11,4.0,0.0,1.0
69,12,4.2,0.4216370213557839,0.7999999999999998
69,13,3.9,0.31622776601683794,0.8999999999999999
69,14,4.0,0.0,0.0
69,15,3.0,0.0,0.20000000000000018
69,16,5.0,0.0,0.0
69,17,5.0,0.0,0.0
69,18,3.9,0.31622776601683794,0.5000000000000004
69,19,3.0,0.0,1.0
69,20,3.0,0.0,0.7999999999999998
69,21,5.0,0.0,0.0
69,22,4.0,0.0,1.0
69,23,3.0,0.0,0.10000000000000009
69,24,0.6,0.8432740427115678,0.9
69,25,2.8,0.4216370213557839,0.20000000000000018
69,26,4.9,0.31622776601683794,0.09999999999999964
69,27,3.6,0.5163977794943223,1.4
69,28,4.0,0.0,1.0
69,29,3.0,0.0,0.5
69,30,3.0,0.0,0.8999999999999999
70,1,4.0,0.0,1.0
70,2,4.0,0.0,0.40000000000000036
70,3,3.0,0.0,0.0
70,4,3.0,0.0,0.8999999999999999
70,5,3.0,0.0,0.0
70,6,4.0,0.0,1.0
70,7,4.0,0.0,0.0
70,8,3.9,0.31622776601683794,0.8999999999999999
70,9,3.0,0.0,0.0
70,10,3.0,0.0,0.0
70,11,4.0,0.0,1.0
70,12,5.0,0.0,0.0
70,13,3.0,0.0,0.0
70,14,4.0,0.0,0.0
70,15,3.4,0.5163977794943223,0.19999999999999973
70,16,5.0,0.0,0.0
70,17,5.0,0.0,0.0
70,18,3.0,0.0,1.4000000000000004
70,19,3.0,0.0,1.0
70,20,4.0,0.0,0.20000000000000018
70,21,5.0,0.0,0.0
70,22,4.0,0.0,1.0
70,23,3.0,0.0,0.10000000000000009
70,24,2.0,0.0,0.5
70,25,2.0,0.0,1.0
70,26,5.0,0.0,0.0
70,27,4.0,0.0,1.0
70,28,2.0,0.0,1.0
70,29,1.4,0.5163977794943223,2.1
70,30,3.0,0.0,0.8999999999999999
71,1,4.0,0.0,1.0
71,2,4.0,0.0,0.40000000000000036
71,3,3.0,0.0,0.0
71,4,2.0,0.0,0.10000000000000009
71,5,4.0,0.0,1.0
71,6,4.0,0.0,1.0
71,7,4.0,0.0,0.0
71,8,4.0,0.0,1.0
71,9,2.1,0.31622776601683794,0.8999999999999999
71,10,2.0,0.0,1.0
71,11,4.0,0.0,1.0
71,12,5.0,0.0,0.0
71,13,2.0,0.0,1.0
71,14,4.0,0.0,0.0
71,15,2.0,0.0,1.2000000000000002
71,16,5.0,0.0,0.0
71,17,5.0,0.0,0.0
71,18,4.0,0.0,0.40000000000000036
71,19,3.0,0.0,1.0
71,20,2.0,0.0,1.7999999999999998
71,21,5.0,0.0,0.0
71,22,4.0,0.0,1.0
71,23,2.3,0.48304589153964794,0.6000000000000001
71,24,0.0,0.0,1.5
71,25,2.0,0.0,1.0
71,26,5.0,0.0,0.0
71,27,4.0,0.0,1.0
71,28,4.0,0.0,1.0
71,29,1.7,0.4830458915396479,1.8
71,30,1.6,0.8432740427115679,2.3
72,1,4.0,0.0,1.0
72,2,4.0,0.0,0.40000000000000036
72,3,4.0,0.0,1.0
72,4,3.0,0.0,0.8999999999999999
72,5,4.0,0.0,1.0
72,6,4.0,0.0,1.0
72,7,4.0,0.0,0.0
72,8,4.0,0.0,1.0
72,9,3.7,0.48304589153964794,0.7000000000000002
72,10,3.0,0.0,0.0
72,11,4.0,0.0,1.0
72,12,5.0,0.0,0.0
72,13,3.2,0.4216370213557839,0.20000000000000018
72,14,4.0,0.0,0.0
72,15,4.0,0.0,0.7999999999999998
72,16,5.0,0.0,0.0
72,17,5.0,0.0,0.0
72,18,4.0,0.0,0.40000000000000036
72,19,4.0,0.0,0.0
72,20,4.0,0.0,0.20000000000000018
72,21,5.0,0.0,0.0
72,22,5.0,0.0,0.0
72,23,3.0,0.0,0.10000000000000009
72,24,2.1,0.31622776601683794,0.6000000000000001
72,25,2.8,0.4216370213557839,0.20000000000000018
72,26,5.0,0.0,0.0
72,27,4.0,0.0,1.0
72,28,4.0,0.0,1.0
72,29,2.0,0.0,1.5
72,30,4.0,0.0,0.10000000000000009
73,1,4.0,0.0,1.0
73,2,4.0,0.0,0.40000000000000036
73,3,3.0,0.0,0.0
73,4,2.8,0.4216370213557839,0.6999999999999997
73,5,3.0,0.0,0.0
73,6,4.0,0.0,1.0
73,7,4.0,0.0,0.0
73,8,3.0,0.0,0.0
73,9,3.0,0.0,0.0
73,10,3.0,0.0,0.0
73,11,4.0,0.0,1.0
73,12,4.0,0.0,1.0
73,13,3.0,0.0,0.0
73,14,3.6,0.5163977794943223,0.3999999999999999
73,15,3.0,0.0,0.20000000000000018
73,16,4.0,0.0,1.0
73,17,5.0,0.0,0.0
73,18,2.3,0.48304589153964794,2.1000000000000005
73,19,3.0,0.0,1.0
73,20,3.0,0.0,0.7999999999999998
73,21,5.0,0.0,0.0
73,22,4.0,0.0,1.0
73,23,2.9,0.31622776601683794,0.0
73,24,2.0,0.0,0.5
73,25,2.1,0.31622776601683794,0.8999999999999999
73,26,4.0,0.0,1.0
73,27,4.0,0.0,1.0
73,28,2.0,0.0,1.0
73,29,1.0,0.0,2.5
73,30,2.2,0.4216370213557839,1.6999999999999997
74,1,5.0,0.0,0.0
74,2,5.0,0.0,0.5999999999999996
74,3,4.0,0.0,1.0
74,4,3.0,0.0,0.8999999999999999
74,5,4.0,0.0,1.0
74,6,5.0,0.0,0.0
74,7,4.0,0.0,0.0
74,8,4.0,0.0,1.0
74,9,4.0,0.0,1.0
74,10,4.0,0.0,1.0
74,11,5.0,0.0,0.0
74,12,5.0,0.0,0.0
74,13,4.0,0.0,1.0
74,14,4.0,0.0,0.0
74,15,4.0,0.0,0.7999999999999998
74,16,5.0,0.0,0.0
74,17,5.0,0.0,0.0
74,18,5.0,0.0,0.5999999999999996
74,19,4.0,0.0,0.0
74,20,4.0,0.0,0.20000000000000018
74,21,5.0,0.0,0.0
74,22,5.0,0.0,0.0
74,23,4.0,0.0,1.1
74,24,3.0,0.0,1.5
74,25,3.0,0.0,0.0
74,26,5.0,0.0,0.0
74,27,5.0,0.0,0.0
74,28,4.0,0.0,1.0
74,29,2.0,0.0,1.5
74,30,3.0,0.0,0.8999999999999999
75,1,4.7,0.48304589153964794,0.2999999999999998
75,2,5.0,0.0,0.5999999999999996
75,3,5.0,0.0,2.0
75,4,4.0,0.0,1.9
75,5,4.2,0.4216370213557839,1.2000000000000002
75,6,5.0,0.0,0.0
75,7,5.0,0.0,1.0
75,8,5.0,0.0,2.0
75,9,4.4,0.5163977794943222,1.4000000000000004
75,10,5.0,0.0,2.0
75,11,5.0,0.0,0.0
75,12,5.0,0.0,0.0
75,13,5.0,0.0,2.0
75,14,5.0,0.0,1.0
75,15,3.0,0.0,0.20000000000000018
75,16,5.0,0.0,0.0
75,17,5.0,0.0,0.0
75,18,5.0,0.0,0.5999999999999996
75,19,4.0,0.0,0.0
75,20,4.7,0.48304589153964794,0.9000000000000004
75,21,5.0,0.0,0.0
75,22,5.0,0.0,0.0
75,23,4.6,0.5163977794943222,1.6999999999999997
75,24,1.8,1.5491933384829668,0.30000000000000004
75,25,3.0,0.0,0.0
75,26,5.0,0.0,0.0
75,27,4.9,0.31622776601683794,0.09999999999999964
75,28,5.0,0.0,2.0
75,29,0.0,0.0,3.5
75,30,2.7,0.9486832980505138,1.1999999999999997
76,1,5.0,0.0,0.0
76,2,5.0,0.0,0.5999999999999996
76,3,4.0,0.0,1.0
76,4,4.0,0.0,1.9
76,5,5.0,0.0,2.0
76,6,5.0,0.0,0.0
76,7,5.0,0.0,1.0
76,8,4.0,0.0,1.0
76,9,4.0,0.0,1.0
76,10,4.7,0.48304589153964794,1.7000000000000002
